Symptom,Symbol,Category_cl,EntrezID
C0237326,DUOX2,protein,50506
C0237326,SLC12A1,protein,6557
C0237326,CASR,protein,846
C0237326,POU1F1,protein,5449
C0237326,LHX3,protein,8022
C0237326,UBE3A,protein,7337
C0237326,TBX1,protein,6899
C0237326,COL7A1,protein,1294
C0237326,RAI1,protein,10743
C0237326,KIT,protein,3815
C0237326,KCNAB2,protein,8514
C0237326,TCF4,protein,6925
C0237326,SCN10A,protein,6336
C0237326,GABRA3,protein,2556
C0237326,SALL1,protein,6299
C0237326,KRAS,protein,3845
C0237326,TBL2,protein,26608
C0237326,IGHMBP2,protein,3508
C0237326,SDHB,protein,6390
C0237326,CHRM3,protein,1131
C0237326,PPOX,protein,5498
C0237326,PMS2,protein,5395
C0237326,PHOX2B,protein,8929
C0237326,THRB,protein,7068
C0237326,SMPD1,protein,6609
C0237326,ATRX,protein,546
C0237326,SCN9A,protein,6335
C0237326,TRHR,protein,7201
C0237326,AVPR2,protein,554
C0237326,ASCL1,protein,429
C0237326,KCNJ1,protein,3758
C0237326,SIX3,protein,6496
C0237326,LMNB1,protein,4001
C0237326,GTF2I,protein,2969
C0237326,FOXG1,protein,2290
C0237326,NRTN,protein,4902
C0237326,RREB1,protein,6239
C0237326,SRCAP,protein,10847
C0237326,FAN1,protein,22909
C0237326,ALAD,protein,210
C0237326,TGFBR2,protein,7048
C0237326,AQP2,protein,359
C0237326,ELN,protein,2006
C0237326,TNXB,protein,7148
C0237326,PROP1,protein,5626
C0237326,SCNN1B,protein,6338
C0237326,POLG,protein,5428
C0237326,MSH2,protein,4436
C0237326,MMP1,protein,4312
C0237326,GTF2IRD1,protein,9569
C0237326,EPCAM,protein,4072
C0237326,DHCR7,protein,1717
C0237326,TYMP,protein,1890
C0237326,SLC6A8,protein,6535
C0237326,NR4A2,protein,4929
C0237326,DDC,protein,1644
C0237326,MLH3,protein,27030
C0237326,TG,protein,7038
C0237326,HMBS,protein,3145
C0237326,EDNRB,protein,1910
C0237326,TTR,protein,7276
C0237326,TSHB,protein,7252
C0237326,MECP2,protein,4204
C0237326,SEMA3C,protein,10512
C0237326,EP300,protein,2033
C0237326,LRIG2,protein,9860
C0237326,PDGFRA,protein,5156
C0237326,OCRL,protein,4952
C0237326,BRCA1,protein,672
C0237326,BCL10,protein,8915
C0237326,ARVCF,protein,421
C0237326,TRH,protein,7200
C0237326,PAX8,protein,7849
C0237326,PCCA,protein,5095
C0237326,NRXN1,protein,9378
C0237326,THRA,protein,7067
C0237326,PCCB,protein,5096
C0237326,HIRA,protein,7290
C0237326,BAZ1B,protein,9031
C0237326,GP1BB,protein,2812
C0237326,RFC2,protein,5982
C0237326,ECE1,protein,1889
C0237326,DES,protein,1674
C0237326,RET,protein,5979
C0237326,EXT2,protein,2132
C0237326,LIMK1,protein,3984
C0237326,BRAF,protein,673
C0237326,FLNA,protein,2316
C0237326,SCN11A,protein,11280
C0237326,COMT,protein,1312
C0237326,RERE,protein,473
C0237326,CTNS,protein,1497
C0237326,SKI,protein,6497
C0237326,SLC5A5,protein,6528
C0237326,HESX1,protein,8820
C0237326,GABRD,protein,2563
C0237326,CREBBP,protein,1387
C0237326,EDN3,protein,1908
C0237326,CLIP2,protein,7461
C0237326,SNCAIP,protein,9627
C0237326,ALPL,protein,249
C0237326,TSHR,protein,7253
C0237326,CPOX,protein,1371
C0237326,TNFRSF1A,protein,7132
C0237326,GDNF,protein,2668
C0016382,CSTA,protein,1475
C0016382,HCAR2,protein,338442
C0016382,BLM,protein,641
C0016382,OXT,protein,5020
C0016382,GJB3,protein,2707
C0016382,GJB6,protein,10804
C0016382,TPSAB1,protein,7177
C0016382,SLC39A4,protein,55630
C0016382,KIT,protein,3815
C0016382,SERPING1,protein,710
C0016382,IKZF1,protein,10320
C0016382,XRCC4,protein,7518
C0016382,IKBKG,protein,8517
C0016382,KRT10,protein,3858
C0016382,GJA1,protein,2697
C0016382,XPC,protein,7508
C0016382,TGM5,protein,9333
C0016382,AQP5,protein,362
C0016382,CDSN,protein,1041
C0016382,PEPD,protein,5184
C0016382,AP1S1,protein,1174
C0016382,ERCC5,protein,2073
C0016382,CD28,protein,940
C0016382,PLCG2,protein,5336
C0016382,ERCC3,protein,2071
C0016382,EBP,protein,10682
C0016382,HLA-DRB1,protein,3123
C0016382,HLA-DQB1,protein,3119
C0016382,VIP,protein,7432
C0016382,PDGFB,protein,5155
C0016382,KRT16,protein,3868
C0016382,ATP2C1,protein,27032
C0016382,KRT5,protein,3852
C0016382,LIG4,protein,3981
C0016382,MEFV,protein,4210
C0016382,FERMT1,protein,55612
C0016382,IL17RA,protein,23765
C0016382,KRT1,protein,3848
C0016382,PKP1,protein,5317
C0016382,ERCC2,protein,2068
C0016382,KRT9,protein,3857
C0016382,TNFRSF1B,protein,7133
C0016382,TRAF3IP2,protein,10758
C0016382,CTLA4,protein,1493
C0016382,PSMB8,protein,5696
C0016382,ALDH3A2,protein,224
C0016382,PTGS1,protein,5742
C0016382,SCN9A,protein,6335
C0016382,DDB2,protein,1643
C0016382,ALDH2,protein,217
C0016382,GJB2,protein,2706
C0016382,TNFRSF1A,protein,7132
C0016382,FECH,protein,2235
C0016382,HLA-B,protein,3106
C0016382,IL36RN,protein,26525
C0016382,ADAM17,protein,6868
C0016382,XPA,protein,7507
C0016382,ERCC4,protein,2072
C0016382,COL1A1,protein,1277
C0151908,GJB3,protein,2707
C0151908,TINF2,protein,26277
C0151908,RAG1,protein,5896
C0151908,CLDN1,protein,9076
C0151908,THRA,protein,7067
C0151908,SLC39A4,protein,55630
C0151908,ABCA12,protein,26154
C0151908,BAP1,protein,8314
C0151908,PEX7,protein,5191
C0151908,CDKN2B,protein,1030
C0151908,ABCA1,protein,19
C0151908,RAG2,protein,5897
C0151908,IKBKG,protein,8517
C0151908,PCNT,protein,5116
C0151908,TGM1,protein,7051
C0151908,GJA1,protein,2697
C0151908,XPC,protein,7508
C0151908,EDA,protein,1896
C0151908,ALOX12B,protein,242
C0151908,CDKN2D,protein,1032
C0151908,PEPD,protein,5184
C0151908,MPDU1,protein,9526
C0151908,TERT,protein,7015
C0151908,MITF,protein,4286
C0151908,MC1R,protein,4157
C0151908,ERCC5,protein,2073
C0151908,GNA11,protein,2767
C0151908,POLH,protein,5429
C0151908,BRAF,protein,673
C0151908,TRPM1,protein,4308
C0151908,CD28,protein,940
C0151908,ERCC3,protein,2071
C0151908,UBE2A,protein,7319
C0151908,CHD7,protein,55636
C0151908,KRAS,protein,3845
C0151908,FUCA1,protein,2517
C0151908,MAP2K1,protein,5604
C0151908,LIG4,protein,3981
C0151908,CDK4,protein,1019
C0151908,ADA,protein,100
C0151908,PHYH,protein,5264
C0151908,INSR,protein,3643
C0151908,NAGA,protein,4668
C0151908,PKP1,protein,5317
C0151908,ELOVL4,protein,6785
C0151908,SLC5A5,protein,6528
C0151908,MAP2K2,protein,5605
C0151908,IL2RG,protein,3561
C0151908,ERCC2,protein,2068
C0151908,TERF2IP,protein,54386
C0151908,IL7R,protein,3575
C0151908,PAH,protein,5053
C0151908,TNFRSF1B,protein,7133
C0151908,CASR,protein,846
C0151908,DOLK,protein,22845
C0151908,EDAR,protein,10913
C0151908,MGMT,protein,4255
C0151908,ERCC8,protein,1161
C0151908,ALDH3A2,protein,224
C0151908,CTLA4,protein,1493
C0151908,RAF1,protein,5894
C0151908,ERCC6,protein,2074
C0151908,ERCC4,protein,2072
C0151908,ATP7A,protein,538
C0151908,MBTPS2,protein,51360
C0151908,DDB2,protein,1643
C0151908,TP63,protein,8626
C0151908,CDKN2A,protein,1029
C0151908,TSHR,protein,7253
C0151908,RMRP,protein,6023
C0151908,TRH,protein,7200
C0151908,SAT1,protein,6303
C0151908,XPA,protein,7507
C0151908,PAX8,protein,7849
C0151908,STS,protein,412
C0151908,POT1,protein,25913
C0085636,ATF6,protein,22926
C0085636,IL12A,protein,3592
C0085636,TYR,protein,7299
C0085636,TUB,protein,7275
C0085636,RP1,protein,6101
C0085636,POMGNT1,protein,55624
C0085636,BBS2,protein,583
C0085636,RHO,protein,6010
C0085636,RGS9,protein,8787
C0085636,RP2,protein,6102
C0085636,USH2A,protein,7399
C0085636,PRPF8,protein,10594
C0085636,TOPORS,protein,10210
C0085636,CCR1,protein,1230
C0085636,MEFV,protein,4210
C0085636,MAK,protein,4117
C0085636,AP3B1,protein,8546
C0085636,NEK2,protein,4751
C0085636,COL17A1,protein,1308
C0085636,PDE6A,protein,5145
C0085636,SLC45A2,protein,51151
C0085636,TTLL5,protein,23093
C0085636,ARL2BP,protein,23568
C0085636,SAG,protein,6295
C0085636,CNGA1,protein,1259
C0085636,CHST6,protein,4166
C0085636,RIMS1,protein,22999
C0085636,PDE6B,protein,5158
C0085636,ALDH3A2,protein,224
C0085636,PCNA,protein,5111
C0085636,FAS,protein,355
C0085636,ERCC6,protein,2074
C0085636,IFT140,protein,9742
C0085636,MAPT,protein,4137
C0085636,GPR143,protein,4935
C0085636,PLCD1,protein,5333
C0085636,ALMS1,protein,7840
C0085636,CRX,protein,1406
C0085636,TLR4,protein,7099
C0085636,TULP1,protein,7287
C0085636,RGR,protein,5995
C0085636,AIRE,protein,326
C0085636,POLH,protein,5429
C0085636,GNAT2,protein,2780
C0085636,CNNM4,protein,26504
C0085636,KLRC4,protein,8302
C0085636,GUCA1A,protein,2978
C0085636,ROM1,protein,6094
C0085636,BEST1,protein,7439
C0085636,STAT4,protein,6775
C0085636,GJB2,protein,2706
C0085636,HLA-B,protein,3106
C0085636,TIMM8A,protein,1678
C0085636,IL10,protein,3586
C0085636,RPE65,protein,6121
C0085636,NR2E3,protein,10002
C0085636,GUCY2D,protein,3000
C0085636,RPGR,protein,6103
C0085636,UNC119,protein,9094
C0085636,ITGB6,protein,3694
C0085636,FOXC2,protein,2303
C0085636,LRAT,protein,9227
C0085636,SLC39A4,protein,55630
C0085636,CRB1,protein,23418
C0085636,RBP3,protein,5949
C0085636,PRPF31,protein,26121
C0085636,CNGB1,protein,1258
C0085636,PRPF4,protein,9128
C0085636,XPC,protein,7508
C0085636,IMPDH1,protein,3614
C0085636,MITF,protein,4286
C0085636,LTBP2,protein,4053
C0085636,CA4,protein,762
C0085636,IFT172,protein,26160
C0085636,PDE6H,protein,5149
C0085636,RP9,protein,6100
C0085636,PDE6C,protein,5146
C0085636,PNPLA6,protein,10908
C0085636,HLA-A,protein,3105
C0085636,C4A,protein,720
C0085636,OCA2,protein,4948
C0085636,OPN1LW,protein,5956
C0085636,ERAP1,protein,51752
C0085636,PRPF6,protein,24148
C0085636,ABCA4,protein,24
C0085636,MBTPS2,protein,51360
C0085636,DDB2,protein,1643
C0085636,OFD1,protein,8481
C0085636,PROM1,protein,8842
C0085636,XPA,protein,7507
C0085636,MERTK,protein,10461
C0085636,GJB6,protein,10804
C0085636,CLRN1,protein,7401
C0085636,LYST,protein,1130
C0085636,RLBP1,protein,6017
C0085636,SNRNP200,protein,23020
C0085636,AIPL1,protein,23746
C0085636,CNGA3,protein,1261
C0085636,PRPF3,protein,9129
C0085636,CACNA1F,protein,778
C0085636,SCN1A,protein,6323
C0085636,MC1R,protein,4157
C0085636,GUCA1B,protein,2979
C0085636,ITM2B,protein,9445
C0085636,FSCN2,protein,25794
C0085636,ADAM9,protein,8754
C0085636,PDE6G,protein,5148
C0085636,TGFBI,protein,7045
C0085636,IDH3B,protein,3420
C0085636,CTNS,protein,1497
C0085636,PRPH2,protein,5961
C0085636,ERCC2,protein,2068
C0085636,RAB28,protein,9364
C0085636,PCYT1A,protein,5130
C0085636,NRL,protein,4901
C0085636,TP63,protein,8626
C0085636,SAT1,protein,6303
C0085636,TACSTD2,protein,4070
C0022346,ALDOA,protein,226
C0022346,IL12A,protein,3592
C0022346,ANK1,protein,286
C0022346,NKX2-5,protein,1482
C0022346,IRF5,protein,3663
C0022346,PEX16,protein,9409
C0022346,SLCO1B1,protein,10599
C0022346,PEX11B,protein,8799
C0022346,TRMU,protein,55687
C0022346,PEX12,protein,5193
C0022346,KCNN4,protein,3783
C0022346,DUOX2,protein,50506
C0022346,POU1F1,protein,5449
C0022346,ETFB,protein,2109
C0022346,LHX3,protein,8022
C0022346,DGUOK,protein,1716
C0022346,RAB27A,protein,5873
C0022346,PFKM,protein,5213
C0022346,SERPINA1,protein,5265
C0022346,PEX2,protein,5828
C0022346,ETFA,protein,2108
C0022346,PEX1,protein,5189
C0022346,PEX26,protein,55670
C0022346,TPI1,protein,7167
C0022346,PEX3,protein,8504
C0022346,PEX5,protein,5830
C0022346,AKR1D1,protein,6718
C0022346,THRB,protein,7068
C0022346,ETFDH,protein,2110
C0022346,LBR,protein,3930
C0022346,PEX13,protein,5194
C0022346,TTC37,protein,9652
C0022346,PEX6,protein,5190
C0022346,PTPN3,protein,5774
C0022346,PEX10,protein,5192
C0022346,CLDN1,protein,9076
C0022346,CYP7B1,protein,9420
C0022346,TNFSF15,protein,9966
C0022346,ATP7B,protein,540
C0022346,PEX14,protein,5195
C0022346,PRF1,protein,5551
C0022346,IER3IP1,protein,51124
C0022346,HBB,protein,3043
C0022346,ABCC2,protein,1244
C0022346,IL12RB1,protein,3594
C0022346,ABCB4,protein,5244
C0022346,PROP1,protein,5626
C0022346,PEX19,protein,5824
C0022346,LPL,protein,4023
C0022346,SLC2A1,protein,6513
C0022346,GALE,protein,2582
C0022346,TG,protein,7038
C0022346,VPS33B,protein,26276
C0022346,UGT1A1,protein,54658
C0022346,POU2AF1,protein,5450
C0022346,TSHB,protein,7252
C0022346,ALDOB,protein,229
C0022346,PAX8,protein,7849
C0022346,TNPO3,protein,23534
C0022346,GPI,protein,2821
C0022346,THRA,protein,7067
C0022346,LYST,protein,1130
C0022346,GALT,protein,2592
C0022346,PKLR,protein,5313
C0022346,SPIB,protein,6689
C0022346,ABCD3,protein,5825
C0022346,BPGM,protein,669
C0022346,SEC23B,protein,10483
C0022346,ABCB11,protein,8647
C0022346,SLC5A5,protein,6528
C0022346,HESX1,protein,8820
C0022346,HK1,protein,3098
C0022346,ATP8B1,protein,5205
C0022346,RHAG,protein,6005
C0022346,TSHR,protein,7253
C0022346,STOM,protein,2040
C0022346,CPOX,protein,1371
C0022346,SPTB,protein,6710
C0022346,SLC4A1,protein,6521
C0033774,ATP2A2,protein,488
C0033774,HRH1,protein,3269
C0033774,RAG1,protein,5896
C0033774,CYP7B1,protein,9420
C0033774,TPSAB1,protein,7177
C0033774,TNFSF15,protein,9966
C0033774,IL12A,protein,3592
C0033774,F2RL1,protein,2150
C0033774,ATP7B,protein,540
C0033774,ABCA12,protein,26154
C0033774,COL7A1,protein,1294
C0033774,OPRM1,protein,4988
C0033774,RAG2,protein,5897
C0033774,KIT,protein,3815
C0033774,STAT3,protein,6774
C0033774,THPO,protein,7066
C0033774,EPOR,protein,2057
C0033774,SPIB,protein,6689
C0033774,AQP5,protein,362
C0033774,TGM1,protein,7051
C0033774,CDSN,protein,1041
C0033774,ALOX12B,protein,242
C0033774,PEPD,protein,5184
C0033774,ABCB11,protein,8647
C0033774,CD28,protein,940
C0033774,IL12RB1,protein,3594
C0033774,IRF5,protein,3663
C0033774,ABCB4,protein,5244
C0033774,HLA-DRA,protein,3122
C0033774,TJP2,protein,9414
C0033774,CHD7,protein,55636
C0033774,PMVK,protein,10654
C0033774,LIG4,protein,3981
C0033774,MMP1,protein,4312
C0033774,ADA,protein,100
C0033774,MPL,protein,4352
C0033774,BAAT,protein,570
C0033774,PKP1,protein,5317
C0033774,IL2RG,protein,3561
C0033774,IL7R,protein,3575
C0033774,DNASE1L3,protein,1776
C0033774,TNFRSF1B,protein,7133
C0033774,POU2AF1,protein,5450
C0033774,FH,protein,2271
C0033774,CTLA4,protein,1493
C0033774,ATP8B1,protein,5205
C0033774,LBR,protein,3930
C0033774,SCN9A,protein,6335
C0033774,PDGFRA,protein,5156
C0033774,MVK,protein,4598
C0033774,FECH,protein,2235
C0033774,EPHX1,protein,2052
C0033774,RMRP,protein,6023
C0033774,JAK2,protein,3717
C0033774,PTPN3,protein,5774
C0033774,OSMR,protein,9180
C0033774,TAC1,protein,6863
C0033774,TNPO3,protein,23534
C0034150,WAS,protein,7454
C0034150,WIPF1,protein,7456
C0034150,GP1BB,protein,2812
C0034150,CD81,protein,975
C0034150,PROS1,protein,5627
C0034150,TREX1,protein,11277
C0034150,ADAMTS13,protein,11093
C0034150,THPO,protein,7066
C0034150,F2,protein,2147
C0034150,HOXA11,protein,3207
C0034150,CR2,protein,1380
C0034150,TNFRSF13B,protein,23495
C0034150,THBD,protein,7056
C0034150,MPL,protein,4352
C0034150,NFKB2,protein,4791
C0034150,NFKB1,protein,4790
C0034150,ICOS,protein,29851
C0034150,CRP,protein,1401
C0034150,PRKCD,protein,5580
C0034150,F3,protein,2152
C0034150,VWF,protein,7450
C0034150,SERPINC1,protein,462
C0034150,PROC,protein,5624
C0034150,APOH,protein,350
C0034150,CD79A,protein,973
C0034150,ITGB3,protein,3690
C0034150,CD19,protein,930
C0034150,GP1BA,protein,2811
C0034150,PROCR,protein,10544
C0034150,CD40LG,protein,959
C0034150,MS4A1,protein,931
C0034150,GBA,protein,2629
C0034150,ETHE1,protein,23474
C0034150,ITGA2B,protein,3674
C0034150,GP9,protein,2815
C0034150,AIP,protein,9049
C0034150,TNF,protein,7124
C0034150,TNFSF12,protein,8742
C0034150,STIM1,protein,6786
C0034150,C2,protein,717
C0034150,ACP5,protein,54
C0015230,ADK,protein,132
C0015230,GJB3,protein,2707
C0015230,KALRN,protein,8997
C0015230,AREG,protein,374
C0015230,BTD,protein,686
C0015230,PIK3R1,protein,5295
C0015230,IGLL1,protein,3543
C0015230,PRTN3,protein,5657
C0015230,TYR,protein,7299
C0015230,GLUL,protein,2752
C0015230,CDON,protein,50937
C0015230,IKBKG,protein,8517
C0015230,IL1RN,protein,3557
C0015230,TLR9,protein,54106
C0015230,STAT3,protein,6774
C0015230,CACNB2,protein,783
C0015230,GJA1,protein,2697
C0015230,HMGA2,protein,8091
C0015230,EDA,protein,1896
C0015230,APOA1,protein,335
C0015230,IL6,protein,3569
C0015230,MC1R,protein,4157
C0015230,HSPG2,protein,3339
C0015230,IGHM,protein,3507
C0015230,CD28,protein,940
C0015230,HRAS,protein,3265
C0015230,PREP,protein,5550
C0015230,ENPP1,protein,5167
C0015230,B2M,protein,567
C0015230,HLA-DRB1,protein,3123
C0015230,HLA-DPB1,protein,3115
C0015230,MSRB3,protein,253827
C0015230,KRAS,protein,3845
C0015230,C1QA,protein,712
C0015230,KCNJ2,protein,3759
C0015230,KRT5,protein,3852
C0015230,EGFR,protein,1956
C0015230,TEX14,protein,56155
C0015230,IL17RA,protein,23765
C0015230,HLCS,protein,3141
C0015230,CRP,protein,1401
C0015230,ERBB2,protein,2064
C0015230,IL2RG,protein,3561
C0015230,FGA,protein,2243
C0015230,DNASE1L3,protein,1776
C0015230,TNFRSF1B,protein,7133
C0015230,TRAF3IP2,protein,10758
C0015230,ABCC6,protein,368
C0015230,OPN1SW,protein,611
C0015230,TCF3,protein,6929
C0015230,TEK,protein,7010
C0015230,IGF2BP1,protein,10642
C0015230,CD79A,protein,973
C0015230,NLRP3,protein,114548
C0015230,PSMB8,protein,5696
C0015230,SENP8,protein,123228
C0015230,LBR,protein,3930
C0015230,LYZ,protein,4069
C0015230,PRDM1,protein,639
C0015230,PTPN22,protein,26191
C0015230,CTLA4,protein,1493
C0015230,CD40LG,protein,959
C0015230,IL2,protein,3558
C0015230,BTK,protein,695
C0015230,TRIM21,protein,6737
C0015230,MIF,protein,4282
C0015230,BMP4,protein,652
C0015230,CCHCR1,protein,54535
C0015230,MVK,protein,4598
C0015230,TNFRSF1A,protein,7132
C0015230,BLNK,protein,29760
C0015230,MTOR,protein,2475
C0015230,HLA-B,protein,3106
C0015230,TNF,protein,7124
C0015230,CD79B,protein,974
C0155320,CYTB,protein,4519
C0155320,DOCK7,protein,85440
C0155320,COX1,protein,4512
C0155320,DPM1,protein,8813
C0155320,KAT6A,protein,7994
C0155320,IER3IP1,protein,51124
C0155320,SCN1A,protein,6323
C0155320,COX3,protein,4514
C0155320,PIGA,protein,5277
C0155320,AMPD2,protein,271
C0155320,ASNS,protein,440
C0155320,DIAPH1,protein,1729
C0155320,POLG,protein,5428
C0155320,ND1,protein,4535
C0155320,NAGA,protein,4668
C0155320,RAB3GAP1,protein,22930
C0155320,GRIN1,protein,2902
C0155320,CACNA1D,protein,776
C0155320,ALDH7A1,protein,501
C0155320,RAB18,protein,22931
C0155320,ARHGDIA,protein,396
C0155320,ND6,protein,4541
C0155320,COX2,protein,4513
C0155320,RAB3GAP2,protein,25782
C0155320,ND5,protein,4540
C0155320,TIMM8A,protein,1678
C0155320,ST3GAL5,protein,8869
C0018989,CYTB,protein,4519
C0018989,EMX2,protein,2018
C0018989,TSC1,protein,7248
C0018989,CACNA1A,protein,773
C0018989,IL12A,protein,3592
C0018989,COX1,protein,4512
C0018989,TREX1,protein,11277
C0018989,PRNP,protein,5621
C0018989,TLR4,protein,7099
C0018989,SCN1A,protein,6323
C0018989,TPP2,protein,7174
C0018989,COX3,protein,4514
C0018989,ND1,protein,4535
C0018989,MEFV,protein,4210
C0018989,KLRC4,protein,8302
C0018989,CCR1,protein,1230
C0018989,COL4A1,protein,1282
C0018989,PNPLA8,protein,50640
C0018989,C4A,protein,720
C0018989,ATP1A3,protein,478
C0018989,TTR,protein,7276
C0018989,ERAP1,protein,51752
C0018989,FAS,protein,355
C0018989,SHH,protein,6469
C0018989,ND6,protein,4541
C0018989,ATP1A2,protein,477
C0018989,STAT4,protein,6775
C0018989,COX2,protein,4513
C0018989,ND5,protein,4540
C0018989,HLA-B,protein,3106
C0018989,IL10,protein,3586
C0018989,SIX3,protein,6496
C0018989,SLC1A3,protein,6507
C0018989,GBE1,protein,2632
C0022116,CYCS,protein,54205
C0022116,NOS3,protein,4846
C0022116,EDN1,protein,1906
C0022116,ADORA1,protein,134
C0022116,CTSL,protein,1514
C0022116,MEF2C,protein,4208
C0022116,GJA1,protein,2697
C0022116,HMOX1,protein,3162
C0022116,PRKAA2,protein,5563
C0022116,EGR1,protein,1958
C0022116,GFAP,protein,2670
C0022116,SLC9A1,protein,6548
C0022116,NOS2,protein,4843
C0022116,CXCL12,protein,6387
C0022116,SOD1,protein,6647
C0022116,MB,protein,4151
C0022116,KCNJ11,protein,3767
C0022116,SELP,protein,6403
C0022116,SOD2,protein,6648
C0022116,XDH,protein,7498
C0022116,CDK5,protein,1020
C0022116,EPO,protein,2056
C0022116,MCU,protein,90550
C0022116,ADORA3,protein,140
C0022116,BCL2,protein,596
C0022116,ICAM1,protein,3383
C0022116,HYOU1,protein,10525
C0022116,HIF1A,protein,3091
C0022116,PON1,protein,5444
C0022116,PANX1,protein,24145
C0022116,ACE,protein,1636
C0022116,TRPV1,protein,7442
C0022116,MAP2,protein,4133
C0022116,APP,protein,351
C0022116,HSPA1A,protein,3303
C0022116,KNG1,protein,3827
C0022116,CAV1,protein,857
C0022116,PLAT,protein,5327
C0022116,HSPA4,protein,3308
C0022116,MAP3K5,protein,4217
C0022116,CASP3,protein,836
C0022116,VEGFA,protein,7422
C0022116,MPO,protein,4353
C0022116,NOL3,protein,8996
C0018780,KCNQ4,protein,9132
C0018780,PAX3,protein,5077
C0018780,GJB3,protein,2707
C0018780,EYA4,protein,2070
C0018780,SERPINB6,protein,5269
C0018780,GJB6,protein,10804
C0018780,MITF,protein,4286
C0018780,USH2A,protein,7399
C0018780,CDH23,protein,64072
C0018780,CEP78,protein,84131
C0018780,MYH9,protein,4627
C0018780,POU3F4,protein,5456
C0018780,CLDN14,protein,23562
C0018780,GIPC3,protein,126326
C0018780,ATP6V1B1,protein,525
C0018780,MYO7A,protein,4647
C0018780,RPGR,protein,6103
C0018780,ATP6V0A4,protein,50617
C0018780,ATP1A3,protein,478
C0018780,COL2A1,protein,1280
C0018780,DSPP,protein,1834
C0018780,GSDME,protein,1687
C0018780,COCH,protein,1690
C0018780,OTOF,protein,9381
C0018780,DLX5,protein,1749
C0018780,GJB2,protein,2706
C0018780,TMC1,protein,117531
C0018780,POGZ,protein,23126
C0018780,COL4A5,protein,1287
C0018780,WFS1,protein,7466
C0018780,MYO6,protein,4646
C0018780,IARS2,protein,55699
C0018780,MYO15A,protein,51168
C0018780,WHRN,protein,25861
C0032285,CSF3,protein,1440
C0032285,IL5,protein,3567
C0032285,SCGB1A1,protein,7356
C0032285,IL13,protein,3596
C0032285,TLR9,protein,54106
C0032285,CCL3,protein,6348
C0032285,TLR4,protein,7099
C0032285,TLR2,protein,7097
C0032285,SFTPC,protein,6440
C0032285,IL6,protein,3569
C0032285,PIK3C2A,protein,5286
C0032285,SFTPD,protein,6441
C0032285,MUC5B,protein,727897
C0032285,CCL5,protein,6352
C0032285,CXCL2,protein,2920
C0032285,TLR5,protein,7100
C0032285,CRP,protein,1401
C0032285,TREM1,protein,54210
C0032285,ELANE,protein,1991
C0032285,CD40LG,protein,959
C0032285,CXCL1,protein,2919
C0032285,LACTB,protein,114294
C0032285,SFTPB,protein,6439
C0032285,CCL11,protein,6356
C0032285,IL1B,protein,3553
C0032285,CXCL8,protein,3576
C0032285,IL10,protein,3586
C0032285,TNF,protein,7124
C0032285,MBL2,protein,4153
C0032285,CCL2,protein,6347
C0032285,MPO,protein,4353
C0026837,DNAJC13,protein,23317
C0026837,NPY,protein,4852
C0026837,GCDH,protein,2639
C0026837,GCH1,protein,2643
C0026837,PTS,protein,5805
C0026837,CSF1R,protein,1436
C0026837,ABCA12,protein,26154
C0026837,ATXN2,protein,6311
C0026837,FBXO7,protein,25793
C0026837,PDGFRB,protein,5159
C0026837,TH,protein,7054
C0026837,PRNP,protein,5621
C0026837,CHMP2B,protein,25978
C0026837,NTS,protein,4922
C0026837,SYNJ1,protein,8867
C0026837,PARK7,protein,11315
C0026837,CYP2D6,protein,1565
C0026837,DCTN1,protein,1639
C0026837,PLA2G6,protein,8398
C0026837,FMR1,protein,2332
C0026837,ITM2B,protein,9445
C0026837,CRYAB,protein,1410
C0026837,SLC30A10,protein,55532
C0026837,PDGFB,protein,5155
C0026837,SLC6A3,protein,6531
C0026837,POLG,protein,5428
C0026837,SLC20A2,protein,6575
C0026837,LDHA,protein,3939
C0026837,ADAR,protein,103
C0026837,TBP,protein,6908
C0026837,NR4A2,protein,4929
C0026837,WDR45,protein,11152
C0026837,TNNT1,protein,7138
C0026837,SNCA,protein,6622
C0026837,SMPD1,protein,6609
C0026837,DNAJC6,protein,9829
C0026837,MECP2,protein,4204
C0026837,SNCAIP,protein,9627
C0026837,GBA,protein,2629
C0026837,FTL,protein,2512
C0026837,MAPT,protein,4137
C0026837,ATXN3,protein,4287
C0026837,WWOX,protein,51741
C0026837,ATP13A2,protein,23400
C0026837,HTRA1,protein,5654
C0026837,CTSD,protein,1509
C0026837,RYR1,protein,6261
C0427190,ATXN1,protein,6310
C0427190,VLDLR,protein,7436
C0427190,ABCD1,protein,215
C0427190,PRNP,protein,5621
C0427190,SLC9A6,protein,10479
C0427190,APTX,protein,54840
C0427190,COG5,protein,10466
C0427190,EEF2,protein,1938
C0427190,GRID2,protein,2895
C0427190,ATP8A2,protein,51761
C0427190,KCND3,protein,3752
C0427190,ANO10,protein,55129
C0427190,FGF14,protein,2259
C0427190,CWF19L1,protein,55280
C0427190,ATP1A3,protein,478
C0427190,MECP2,protein,4204
C0427190,ADGRG1,protein,9289
C0427190,STUB1,protein,10273
C0427190,ATXN3,protein,4287
C0427190,SLC1A3,protein,6507
C0152200,ATF6,protein,22926
C0152200,PAXX,protein,286257
C0152200,NYX,protein,60506
C0152200,CNGB1,protein,1258
C0152200,CNGA3,protein,1261
C0152200,CNTF,protein,1270
C0152200,GNAT2,protein,2780
