Symptom,Symbol,Category_cl,EntrezID
C0036572,OPHN1,protein,4983
C0036572,HCCS,protein,3052
C0036572,POMC,protein,5443
C0036572,SPINK5,protein,11005
C0036572,GRIN2A,protein,2903
C0036572,PDYN,protein,5173
C0036572,MLH1,protein,4292
C0036572,SUOX,protein,6821
C0036572,SUCLA2,protein,8803
C0036572,ACO2,protein,50
C0036572,SOX10,protein,6663
C0036572,PACS1,protein,55690
C0036572,CDKL5,protein,6792
C0036572,GALC,protein,2581
C0036572,DNM1,protein,1759
C0036572,CYP11A1,protein,1583
C0036572,PROC,protein,5624
C0036572,NRP2,protein,8828
C0036572,CTBP1,protein,1487
C0036572,RAB18,protein,22931
C0036572,CHRM1,protein,1128
C0036572,FAAH,protein,2166
C0036572,ARG1,protein,383
C0036572,KAT6B,protein,23522
C0036572,LARGE1,protein,9215
C0036572,TUBGCP4,protein,27229
C0036572,SYN1,protein,6853
C0036572,AP4M1,protein,9179
C0036572,BDNF,protein,627
C0036572,SLC12A1,protein,6557
C0036572,AGA,protein,175
C0036572,CASR,protein,846
C0036572,ARNT2,protein,9915
C0036572,SMARCA4,protein,6597
C0036572,PVALB,protein,5816
C0036572,HIC1,protein,3090
C0036572,OPRM1,protein,4988
C0036572,NDE1,protein,54820
C0036572,ATM,protein,472
C0036572,ALG3,protein,10195
C0036572,KMT2D,protein,8085
C0036572,NGFR,protein,4804
C0036572,PEX1,protein,5189
C0036572,FMR1,protein,2332
C0036572,GATA4,protein,2626
C0036572,GNB3,protein,2784
C0036572,STAMBP,protein,10617
C0036572,PMM2,protein,5373
C0036572,PEX3,protein,8504
C0036572,NDUFA9,protein,4704
C0036572,AIMP1,protein,9255
C0036572,AP4E1,protein,23431
C0036572,ATRX,protein,546
C0036572,ERCC8,protein,1161
C0036572,KDM6A,protein,7403
C0036572,COQ2,protein,27235
C0036572,APP,protein,351
C0036572,AVPR2,protein,554
C0036572,ASCL1,protein,429
C0036572,OTX2,protein,5015
C0036572,MLYCD,protein,23417
C0036572,PEX6,protein,5190
C0036572,CLN8,protein,2055
C0036572,GNE,protein,10020
C0036572,RPE65,protein,6121
C0036572,AKT2,protein,208
C0036572,IL12B,protein,3593
C0036572,PTCH1,protein,5727
C0036572,REST,protein,5978
C0036572,MPDZ,protein,8777
C0036572,PDP1,protein,54704
C0036572,MSX2,protein,4488
C0036572,ATR,protein,545
C0036572,GCK,protein,2645
C0036572,COL4A2,protein,1284
C0036572,PRF1,protein,5551
C0036572,FAN1,protein,22909
C0036572,NOS2,protein,4843
C0036572,PIK3R2,protein,5296
C0036572,EIF2B3,protein,8891
C0036572,AMPD2,protein,271
C0036572,SLC30A1,protein,7779
C0036572,EPCAM,protein,4072
C0036572,DHCR7,protein,1717
C0036572,FKTN,protein,2218
C0036572,SLC2A1,protein,6513
C0036572,ACAT1,protein,38
C0036572,NSD2,protein,7468
C0036572,FBXL4,protein,26235
C0036572,SHH,protein,6469
C0036572,CNTNAP2,protein,26047
C0036572,SMS,protein,6611
C0036572,IMPA1,protein,3612
C0036572,KCNC1,protein,3746
C0036572,SH2B1,protein,25970
C0036572,SYN2,protein,6854
C0036572,LAMA2,protein,3908
C0036572,SLC35A3,protein,23443
C0036572,LETM1,protein,3954
C0036572,HTR1A,protein,3350
C0036572,SCO1,protein,6341
C0036572,ECM1,protein,1893
C0036572,SLC8A1,protein,6546
C0036572,GM2A,protein,2760
C0036572,AP4B1,protein,10717
C0036572,SYNJ1,protein,8867
C0036572,CENPE,protein,1062
C0036572,HRAS,protein,3265
C0036572,FLNA,protein,2316
C0036572,CLU,protein,1191
C0036572,SCN11A,protein,11280
C0036572,FOS,protein,2353
C0036572,CHRNA2,protein,1135
C0036572,PRKCD,protein,5580
C0036572,SCN2A,protein,6326
C0036572,PTH,protein,5741
C0036572,SLC35C1,protein,55343
C0036572,CHAT,protein,1103
C0036572,NDUFS6,protein,4726
C0036572,LIAS,protein,11019
C0036572,GLDC,protein,2731
C0036572,TBCE,protein,6905
C0036572,FGFR3,protein,2261
C0036572,ACHE,protein,43
C0036572,TK2,protein,7084
C0036572,TSFM,protein,10102
C0036572,ATP6V0A2,protein,23545
C0036572,ATP6,protein,4508
C0036572,CD96,protein,10225
C0036572,FASTKD2,protein,22868
C0036572,SOX3,protein,6658
C0036572,OXT,protein,5020
C0036572,ADORA2A,protein,135
C0036572,APEX1,protein,328
C0036572,ASS1,protein,445
C0036572,PLPPR1,protein,54886
C0036572,NDUFAF1,protein,51103
C0036572,NIN,protein,51199
C0036572,MC2R,protein,4158
C0036572,MMADHC,protein,27249
C0036572,TUBG1,protein,7283
C0036572,GJA1,protein,2697
C0036572,RBFOX1,protein,54715
C0036572,CLN5,protein,1203
C0036572,DPAGT1,protein,1798
C0036572,ASL,protein,435
C0036572,NDUFA2,protein,4695
C0036572,ATXN10,protein,25814
C0036572,TPP1,protein,1200
C0036572,DIAPH1,protein,1729
C0036572,SLC25A12,protein,8604
C0036572,COL4A1,protein,1282
C0036572,MSH6,protein,2956
C0036572,TRDN,protein,10345
C0036572,DBT,protein,1629
C0036572,GRIK1,protein,2897
C0036572,DEPDC5,protein,9681
C0036572,TUBA8,protein,51807
C0036572,EIF2B5,protein,8893
C0036572,XPR1,protein,9213
C0036572,YWHAE,protein,7531
C0036572,RPL10,protein,6134
C0036572,CRX,protein,1406
C0036572,ADSL,protein,158
C0036572,NDUFA1,protein,4694
C0036572,PTS,protein,5805
C0036572,HCN1,protein,348980
C0036572,ARID1A,protein,8289
C0036572,SMARCE1,protein,6605
C0036572,ALDH18A1,protein,5832
C0036572,RUBCN,protein,9711
C0036572,HPD,protein,3242
C0036572,PEX2,protein,5828
C0036572,KCNAB2,protein,8514
C0036572,TCF4,protein,6925
C0036572,ACVRL1,protein,94
C0036572,SCN10A,protein,6336
C0036572,GAMT,protein,2593
C0036572,MTHFR,protein,4524
C0036572,PSAT1,protein,29968
C0036572,VPS53,protein,55275
C0036572,CASQ2,protein,845
C0036572,NAGLU,protein,4669
C0036572,SLC6A2,protein,6530
C0036572,NDUFAF4,protein,29078
C0036572,SLC17A5,protein,26503
C0036572,ALDH4A1,protein,8659
C0036572,KRAS,protein,3845
C0036572,DYNC1H1,protein,1778
C0036572,MED17,protein,9440
C0036572,PMS2,protein,5395
C0036572,ZBTB20,protein,26137
C0036572,BCOR,protein,54880
C0036572,PEX13,protein,5194
C0036572,ATP7A,protein,538
C0036572,MTRR,protein,4552
C0036572,PTEN,protein,5728
C0036572,CUL4B,protein,8450
C0036572,CBS,protein,875
C0036572,SLC1A3,protein,6507
C0036572,SC5D,protein,6309
C0036572,NDUFA10,protein,4705
C0036572,ITGB6,protein,3694
C0036572,FOXG1,protein,2290
C0036572,SPTAN1,protein,6709
C0036572,PAK3,protein,5063
C0036572,DBH,protein,1621
C0036572,PNPO,protein,55163
C0036572,MAN1B1,protein,11253
C0036572,ASPA,protein,443
C0036572,PDGFRB,protein,5159
C0036572,CAT,protein,847
C0036572,ALAD,protein,210
C0036572,NOS1,protein,4842
C0036572,MGAT2,protein,4247
C0036572,INS,protein,3630
C0036572,AKT3,protein,10000
C0036572,KIF5C,protein,3800
C0036572,STT3A,protein,3703
C0036572,PEX19,protein,5824
C0036572,SLC20A2,protein,6575
C0036572,TYROBP,protein,7305
C0036572,SLC6A8,protein,6535
C0036572,DLD,protein,1738
C0036572,DRD2,protein,1813
C0036572,NDUFS1,protein,4719
C0036572,ADAMTSL2,protein,9719
C0036572,SOX2,protein,6657
C0036572,MECP2,protein,4204
C0036572,EZH2,protein,2146
C0036572,GNAS,protein,2778
C0036572,ACY1,protein,95
C0036572,QDPR,protein,5860
C0036572,OFD1,protein,8481
C0036572,BCL10,protein,8915
C0036572,PPM1B,protein,5495
C0036572,GMPPB,protein,29925
C0036572,EMX2,protein,2018
C0036572,POLA1,protein,5422
C0036572,GCH1,protein,2643
C0036572,ALG6,protein,29929
C0036572,TCIRG1,protein,10312
C0036572,ACTA2,protein,59
C0036572,PEX7,protein,5191
C0036572,RET,protein,5979
C0036572,SLC1A1,protein,6505
C0036572,NDUFS8,protein,4728
C0036572,DPM2,protein,8818
C0036572,GABRA5,protein,2558
C0036572,TGDS,protein,23483
C0036572,RERE,protein,473
C0036572,SKI,protein,6497
C0036572,CLN3,protein,1201
C0036572,SMAD4,protein,4089
C0036572,CREBBP,protein,1387
C0036572,DNAJC6,protein,9829
C0036572,ADGRG1,protein,9289
C0036572,PDX1,protein,3651
C0036572,CHRNB4,protein,1143
C0036572,MLX,protein,6945
C0036572,CCND2,protein,894
C0036572,EIF2B1,protein,1967
C0036572,SUCLG1,protein,8802
C0011570,RTN4,protein,57142
C0011570,OXT,protein,5020
C0011570,FKBP5,protein,2289
C0011570,WASF2,protein,10163
C0011570,NR3C1,protein,2908
C0011570,DPP4,protein,1803
C0011570,TPH2,protein,121278
C0011570,POMC,protein,5443
C0011570,IER3IP1,protein,51124
C0011570,PSMD9,protein,5715
C0011570,CYP2D6,protein,1565
C0011570,CORT,protein,1325
C0011570,MAOA,protein,4128
C0011570,SLC6A2,protein,6530
C0011570,COMT,protein,1312
C0011570,HTR2A,protein,3356
C0011570,GATA3,protein,2625
C0011570,SLC6A4,protein,6532
C0011570,WASF1,protein,8936
C0011570,CRH,protein,1392
C0011570,BDNF,protein,627
C0011570,HTR2C,protein,3358
C0011570,TPH1,protein,7166
C0011570,HTR1A,protein,3350
C0011570,DCTN1,protein,1639
C0011570,HTR7,protein,3363
C0001925,GPC5,protein,2262
C0001925,PTGS2,protein,5743
C0001925,NPHS2,protein,7827
C0001925,REN,protein,5972
C0001925,NPHS1,protein,4868
C0001925,IL6,protein,3569
C0001925,PEX1,protein,5189
C0001925,INS,protein,3630
C0001925,NCK2,protein,8440
C0001925,CP,protein,1356
C0001925,SOD2,protein,6648
C0001925,CD38,protein,952
C0001925,TSLP,protein,85480
C0001925,LEPR,protein,3953
C0001925,AGT,protein,183
C0001925,MIR145,protein,406937
C0001925,GNAQ,protein,2776
C0001925,NCK1,protein,4690
C0001925,ACE,protein,1636
C0001925,MIR130A,protein,406919
C0001925,CASP1,protein,834
C0001925,TNF,protein,7124
C0001925,PYCARD,protein,29108
C0033687,ITGA8,protein,8516
C0033687,COL4A3,protein,1285
C0033687,REN,protein,5972
C0033687,DPP4,protein,1803
C0033687,CUBN,protein,8029
C0033687,TRPC6,protein,7225
C0033687,POMC,protein,5443
C0033687,APOA1,protein,335
C0033687,HLA-DQA1,protein,3117
C0033687,SOD1,protein,6647
C0033687,DNASE1,protein,1773
C0033687,CTSB,protein,1508
C0033687,AMMECR1,protein,9949
C0033687,B2M,protein,567
C0033687,GLA,protein,2717
C0033687,MEFV,protein,4210
C0033687,INSR,protein,3643
C0033687,NEU1,protein,4758
C0033687,ITGA3,protein,3675
C0033687,TGFB1,protein,7040
C0033687,IFNG,protein,3458
C0033687,SLC37A4,protein,2542
C0033687,ERCC6,protein,2074
C0033687,FAS,protein,355
C0033687,VEGFA,protein,7422
C0033687,ACSL4,protein,2182
C0033687,PTGS2,protein,5743
C0033687,MUC16,protein,94025
C0033687,HMOX1,protein,3162
C0033687,SMARCAL1,protein,50485
C0033687,ANLN,protein,54443
C0033687,PAK2,protein,5062
C0033687,KCNE5,protein,23630
C0033687,NCK2,protein,8440
C0033687,MYH9,protein,4627
C0033687,HLA-DPB1,protein,3115
C0033687,PAX2,protein,5076
C0033687,LAMB2,protein,3913
C0033687,TBL2,protein,26608
C0033687,SDHB,protein,6390
C0033687,PMM2,protein,5373
C0033687,ZNF592,protein,9640
C0033687,DNASE1L3,protein,1776
C0033687,FN1,protein,2335
C0033687,MPV17,protein,4358
C0033687,ERCC8,protein,1161
C0033687,CTLA4,protein,1493
C0033687,AGTR1,protein,185
C0033687,ARHGDIA,protein,396
C0033687,HNF1B,protein,6928
C0033687,KIF1B,protein,23095
C0033687,COX10,protein,1352
C0033687,PLCE1,protein,51196
C0033687,COL4A5,protein,1287
C0033687,HLA-B,protein,3106
C0033687,GTF2I,protein,2969
C0033687,MAFB,protein,9935
C0033687,LMX1B,protein,4010
C0033687,ATP7B,protein,540
C0033687,CTSL,protein,1514
C0033687,ADAMTS13,protein,11093
C0033687,FAN1,protein,22909
C0033687,NPHS1,protein,4868
C0033687,COX6B1,protein,1340
C0033687,ALB,protein,213
C0033687,ELN,protein,2006
C0033687,HAVCR1,protein,26762
C0033687,RHOA,protein,387
C0033687,LRP2,protein,4036
C0033687,HLA-DRB1,protein,3123
C0033687,AGT,protein,183
C0033687,PRODH,protein,5625
C0033687,GTF2IRD1,protein,9569
C0033687,PTPRO,protein,5800
C0033687,NCK1,protein,4690
C0033687,VHL,protein,7428
C0033687,CLCN5,protein,1184
C0033687,ALOX5AP,protein,241
C0033687,SPP1,protein,6696
C0033687,PTPN22,protein,26191
C0033687,SCARB2,protein,950
C0033687,OFD1,protein,8481
C0033687,NR4A1,protein,3164
C0033687,OCRL,protein,4952
C0033687,SH2B1,protein,25970
C0033687,SCNN1A,protein,6337
C0033687,SCO1,protein,6341
C0033687,HNF4A,protein,3172
C0033687,TACO1,protein,51204
C0033687,PRTN3,protein,5657
C0033687,MYO1E,protein,4643
C0033687,BAZ1B,protein,9031
C0033687,SDHD,protein,6392
C0033687,NPHS2,protein,7827
C0033687,RFC2,protein,5982
C0033687,ACTN4,protein,81
C0033687,G6PC,protein,2538
C0033687,IL1RN,protein,3557
C0033687,TREX1,protein,11277
C0033687,RET,protein,5979
C0033687,LIMK1,protein,3984
C0033687,LEP,protein,3952
C0033687,CTNS,protein,1497
C0033687,PAK1,protein,5058
C0033687,LMNA,protein,4000
C0033687,GUSB,protein,2990
C0033687,EHHADH,protein,1962
C0033687,MMACHC,protein,25974
C0033687,DGKE,protein,8526
C0033687,FGA,protein,2243
C0033687,CYBB,protein,1536
C0033687,SARS2,protein,54938
C0033687,LYZ,protein,4069
C0033687,CLIP2,protein,7461
C0033687,COQ6,protein,51004
C0033687,LCAT,protein,3931
C0033687,COL4A4,protein,1286
C0033687,CD2AP,protein,23607
C0033687,PPARA,protein,5465
C0033687,APOE,protein,348
C0033687,FASTKD2,protein,22868
C0020615,ACADVL,protein,37
C0020615,GCK,protein,2645
C0020615,AGL,protein,178
C0020615,ACADM,protein,34
C0020615,GCG,protein,2641
C0020615,CPT2,protein,1376
C0020615,G6PC,protein,2538
C0020615,SLC16A1,protein,6566
C0020615,INS,protein,3630
C0020615,KCNJ11,protein,3767
C0020615,GLUD1,protein,2746
C0020615,INSR,protein,3643
C0020615,CPT1A,protein,1374
C0020615,FBP1,protein,2203
C0020615,ACADL,protein,33
C0020615,SLC25A20,protein,788
C0020615,GYS2,protein,2998
C0020615,ABCC8,protein,6833
C0020615,CRH,protein,1392
C0020615,HADH,protein,3033
C0020615,AKT2,protein,208
C0032914,ADIPOQ,protein,9370
C0032914,OXT,protein,5020
C0032914,NOS3,protein,4846
C0032914,REN,protein,5972
C0032914,CD63,protein,967
C0032914,F2,protein,2147
C0032914,ACVR2A,protein,92
C0032914,SELP,protein,6403
C0032914,LEPR,protein,3953
C0032914,ICAM1,protein,3383
C0032914,ANXA5,protein,308
C0032914,SELE,protein,6401
C0032914,F3,protein,2152
C0032914,TUG1,protein,55000
C0032914,TGFB3,protein,7043
C0032914,LGALS13,protein,29124
C0032914,VEGFA,protein,7422
C0032914,NOSTRIN,protein,115677
C0032914,ITGAM,protein,3684
C0032914,SERPINB2,protein,5055
C0032914,FLT1,protein,2321
C0032914,ADAM12,protein,8038
C0032914,KISS1,protein,3814
C0032914,HMOX1,protein,3162
C0032914,MTHFR,protein,4524
C0032914,SERPINE1,protein,5054
C0032914,FST,protein,10468
C0032914,PIGF,protein,5281
C0032914,THBD,protein,7056
C0032914,PGF,protein,5228
C0032914,IGFBP1,protein,3484
C0032914,ADM,protein,133
C0032914,HIF1A,protein,3091
C0032914,PAPPA,protein,5069
C0032914,AGTR1,protein,185
C0032914,IL18,protein,3606
C0032914,CRH,protein,1392
C0032914,H19,protein,283120
C0032914,IL10,protein,3586
C0032914,AGTR2,protein,186
C0032914,EDN1,protein,1906
C0032914,INHBB,protein,3625
C0032914,OLR1,protein,4973
C0032914,CAT,protein,847
C0032914,KDR,protein,3791
C0032914,NOS2,protein,4843
C0032914,ENG,protein,2022
C0032914,AGT,protein,183
C0032914,HLA-G,protein,3135
C0032914,HSD11B2,protein,3291
C0032914,LNPEP,protein,4012
C0032914,DDAH2,protein,23564
C0032914,APOH,protein,350
C0032914,ENPEP,protein,2028
C0032914,VCAM1,protein,7412
C0032914,F5,protein,2153
C0032914,SELL,protein,6402
C0032914,TNF,protein,7124
C0032914,AFP,protein,174
C0032914,INHA,protein,3623
C0032914,TAC3,protein,6866
C0032914,IL6,protein,3569
C0032914,GPX3,protein,2878
C0032914,C19orf33,protein,64073
C0032914,NSD1,protein,64324
C0032914,LEP,protein,3952
C0032914,ERVW-1,protein,30816
C0032914,VWF,protein,7450
C0032914,SERPINC1,protein,462
C0032914,NPPA,protein,4878
C0032914,PLAC1,protein,10761
C0032914,STOX1,protein,219736
C0032914,KNG1,protein,3827
C0032914,PLAT,protein,5327
C0032914,HADHA,protein,3030
C0032914,HOTAIR,protein,100124700
C0032914,EPHX1,protein,2052
C0032914,CST3,protein,1471
C0032914,CORIN,protein,10699
C0338591,MEN1,protein,4221
C0338591,CTSH,protein,1512
C0338591,PRNP,protein,5621
C0338591,PSEN1,protein,5663
C0338591,PDE5A,protein,8654
C0338591,PCLO,protein,27445
C0338591,LRRC25,protein,126364
C0338591,SELP,protein,6403
C0338591,HLA-DQB1,protein,3119
C0338591,HLA-DRB1,protein,3123
C0338591,PRB1,protein,5542
C0338591,CRLF1,protein,9244
C0338591,FOS,protein,2353
C0338591,HCRT,protein,3060
C0338591,MOG,protein,4340
C0338591,ZNF365,protein,22891
C0338591,ALDH7A1,protein,501
C0338591,P2RY11,protein,5032
C0338591,KLF6,protein,1316
C0338591,RPA1,protein,6117
C0338591,EP300,protein,2033
C0338591,TNFSF4,protein,7292
C0338591,BDNF,protein,627
C0338591,MBL2,protein,4153
C0338591,CA1,protein,759
C0700590,CACNA1S,protein,779
C0700590,SLC18A2,protein,6571
C0700590,COL6A3,protein,1293
C0700590,PRNP,protein,5621
C0700590,SDHC,protein,6391
C0700590,TERT,protein,7015
C0700590,MALT1,protein,10892
C0700590,FOXP1,protein,27086
C0700590,RTEL1,protein,51750
C0700590,WRAP53,protein,55135
C0700590,DST,protein,667
C0700590,KRT9,protein,3857
C0700590,ABCC8,protein,6833
C0700590,BIRC3,protein,330
C0700590,AGPAT2,protein,10555
C0700590,IGH,protein,3492
C0700590,BDNF,protein,627
C0700590,JAK2,protein,3717
C0700590,CLCF1,protein,23529
C0700590,SERPINB7,protein,8710
C0700590,MEN1,protein,4221
C0700590,TINF2,protein,26277
C0700590,SLCO2A1,protein,6578
C0700590,GABRA3,protein,2556
C0700590,IGHMBP2,protein,3508
C0700590,KRT6A,protein,3853
C0700590,KRT16,protein,3868
C0700590,SDHB,protein,6390
C0700590,CRLF1,protein,9244
C0700590,TERC,protein,7012
C0700590,PHOX2B,protein,8929
C0700590,HEXB,protein,3074
C0700590,SCN9A,protein,6335
C0700590,KIF1B,protein,23095
C0700590,COL6A2,protein,1292
C0700590,ASCL1,protein,429
C0700590,KIF1A,protein,547
C0700590,HLA-B,protein,3106
C0700590,IL12B,protein,3593
C0700590,KRT14,protein,3861
C0700590,BSCL2,protein,26580
C0700590,THPO,protein,7066
C0700590,NOP10,protein,55505
C0700590,PARN,protein,5073
C0700590,KCNJ11,protein,3767
C0700590,MAP2K1,protein,5604
C0700590,HNF1A,protein,6927
C0700590,HPGD,protein,3248
C0700590,KRT1,protein,3848
C0700590,DDC,protein,1644
C0700590,VHL,protein,7428
C0700590,MAP2K2,protein,5605
C0700590,HMBS,protein,3145
C0700590,CAV1,protein,857
C0700590,BCL10,protein,8915
C0700590,COL6A1,protein,1291
C0700590,HINT1,protein,3094
C0700590,JUP,protein,3728
C0700590,HNF4A,protein,3172
C0700590,KRT17,protein,3872
C0700590,SDHD,protein,6392
C0700590,IKBKG,protein,8517
C0700590,RET,protein,5979
C0700590,UCP2,protein,7351
C0700590,KRT6B,protein,3854
C0700590,FUCA1,protein,2517
C0700590,SCN11A,protein,11280
C0700590,KRT5,protein,3852
C0700590,DKC1,protein,1736
C0700590,FOS,protein,2353
C0700590,MPL,protein,4352
C0700590,NHP2,protein,55651
C0700590,EDN3,protein,1908
C0700590,PSMB8,protein,5696
C0700590,FGFR3,protein,2261
C0700590,AIP,protein,9049
C0700590,MLX,protein,6945
C0700590,LIFR,protein,3977
C0700590,PPARG,protein,5468
C0700590,GDNF,protein,2668
C0700590,SUCLG1,protein,8802
C0019572,PAPSS2,protein,9060
C0019572,NOTCH2,protein,4853
C0019572,KCNH1,protein,3756
C0019572,PRKACA,protein,5566
C0019572,GNS,protein,2799
C0019572,FGFR2,protein,2263
C0019572,NR3C1,protein,2908
C0019572,SRCAP,protein,10847
C0019572,SDCCAG8,protein,10806
C0019572,POMC,protein,5443
C0019572,BSCL2,protein,26580
C0019572,KMT2D,protein,8085
C0019572,PPARG,protein,5468
C0019572,BBS1,protein,582
C0019572,ADAMTS2,protein,9509
C0019572,NAGLU,protein,4669
C0019572,ARSB,protein,411
C0019572,PPP1R3A,protein,5506
C0019572,BMP15,protein,9210
C0019572,FLNA,protein,2316
C0019572,UBE2A,protein,7319
C0019572,CDK5,protein,1020
C0019572,SMC1A,protein,8243
C0019572,MMP2,protein,4313
C0019572,LRPPRC,protein,10128
C0019572,LMNA,protein,4000
C0019572,PRKAR1A,protein,5573
C0019572,GUSB,protein,2990
C0019572,SGSH,protein,6448
C0019572,CREBBP,protein,1387
C0019572,WNT4,protein,54361
C0019572,BBS4,protein,585
C0019572,ERCC6,protein,2074
C0019572,KDM6A,protein,7403
C0019572,AGPAT2,protein,10555
C0019572,CAV1,protein,857
C0019572,EP300,protein,2033
C0019572,FSHR,protein,2492
C0019572,NANS,protein,54187
C0019572,MKKS,protein,8195
C0019572,IDUA,protein,3425
C0019572,AIP,protein,9049
C0019572,NIPBL,protein,25836
C0019572,SMC3,protein,9126
C0019572,RIN2,protein,54453
C0019572,H6PD,protein,9563
C0006625,ATR,protein,545
C0006625,COX1,protein,4512
C0006625,PTGS2,protein,5743
C0006625,PCNT,protein,5116
C0006625,PLK4,protein,10733
C0006625,COL6A3,protein,1293
C0006625,SLC9A6,protein,10479
C0006625,TRIM37,protein,4591
C0006625,CENPE,protein,1062
C0006625,IL6,protein,3569
C0006625,PLA2G6,protein,8398
C0006625,AKT1,protein,207
C0006625,ERCC5,protein,2073
C0006625,NBN,protein,4683
C0006625,COX3,protein,4514
C0006625,ERCC3,protein,2071
C0006625,SUCLA2,protein,8803
C0006625,CD27,protein,939
C0006625,POLG,protein,5428
C0006625,ND1,protein,4535
C0006625,SLC6A8,protein,6535
C0006625,TRAIP,protein,10293
C0006625,PTHLH,protein,5744
C0006625,INSR,protein,3643
C0006625,CEP152,protein,22995
C0006625,TYMP,protein,1890
C0006625,TGFB1,protein,7040
C0006625,LIPA,protein,3988
