SID,Symbol,Category_cl,EntrezID
S177,GJB6,protein,10804
S177,LRAT,protein,9227
S177,TBX22,protein,50945
S177,CNGB1,protein,1258
S177,PDE6A,protein,5145
S177,ERCC5,protein,2073
S177,PHYH,protein,5264
S177,SNAP29,protein,9342
S177,SNAI2,protein,6591
S177,ARHGDIA,protein,396
S177,DLX5,protein,1749
S177,RBP3,protein,5949
S177,HARS2,protein,23438
S177,BCS1L,protein,617
S177,CD151,protein,977
S177,IDH3B,protein,3420
S177,RHO,protein,6010
S177,PTRH2,protein,51651
S177,ERCC4,protein,2072
S177,LMX1B,protein,4010
S177,THRB,protein,7068
S177,CHN1,protein,1123
S177,COL11A2,protein,1302
S177,MAFB,protein,9935
S177,HOXA11,protein,3207
S177,BEST1,protein,7439
S177,KITLG,protein,4254
S177,MYH9,protein,4627
S177,ATP6V1B2,protein,526
S177,CIB2,protein,10518
S177,PGM3,protein,5238
S177,BTK,protein,695
S177,MOGS,protein,7841
S177,HOXA1,protein,3198
S177,ATP6V1B1,protein,525
S177,COQ2,protein,27235
S177,TECTA,protein,7007
S177,CDH23,protein,64072
S177,ATP1A3,protein,478
S177,NDUFA10,protein,4705
S177,NR2E3,protein,10002
S177,FSCN2,protein,25794
S177,NDUFV2,protein,4729
S177,MYO1A,protein,4640
S177,GMPPB,protein,29925
S177,BRAF,protein,673
S177,RAB23,protein,51715
S177,RPL10,protein,6134
S177,POLG,protein,5428
S177,PTPN22,protein,26191
S177,RPS6KA3,protein,6197
S177,XPA,protein,7507
S177,TFAP2A,protein,7020
S177,BCOR,protein,54880
S177,IGF1,protein,3479
S177,PEX16,protein,9409
S177,MAF,protein,4094
S177,TYR,protein,7299
S177,NEU1,protein,4758
S177,ACOX1,protein,51
S177,IFT140,protein,9742
S177,EFNB1,protein,1947
S177,PIK3R1,protein,5295
S177,COCH,protein,1690
S177,PROM1,protein,8842
S177,RAP1B,protein,5908
S177,GUCY2D,protein,3000
S177,ARL2BP,protein,23568
S177,RP9,protein,6100
S177,ATRX,protein,546
S177,DCHS1,protein,8642
S177,MERTK,protein,10461
S177,STRC,protein,161497
S177,RLBP1,protein,6017
S177,NDP,protein,4693
S177,LRP4,protein,4038
S177,NDUFAF4,protein,29078
S177,RAD21,protein,5885
S177,CRB1,protein,23418
S177,PEX14,protein,5195
S177,PEX5,protein,5830
S177,ERCC1,protein,2067
S177,OTOF,protein,9381
S177,ERCC2,protein,2068
S177,DMP1,protein,1758
S177,MYO7A,protein,4647
S177,MYO6,protein,4646
S177,PAX3,protein,5077
S177,FRG1,protein,2483
S177,MEOX1,protein,4222
S177,USH2A,protein,7399
S177,CLCNKA,protein,1187
S177,TNFRSF11B,protein,4982
S177,IARS2,protein,55699
S177,NDUFA2,protein,4695
S177,TUB,protein,7275
S177,MLXIPL,protein,51085
S177,NF2,protein,4771
S177,PEX19,protein,5824
S177,DDB2,protein,1643
S177,BBS2,protein,583
S177,GJB2,protein,2706
S177,MPZ,protein,4359
S177,ACVR1,protein,90
S177,PDE6B,protein,5158
S177,EYA4,protein,2070
S177,PEX6,protein,5190
S177,COQ6,protein,51004
S177,SOST,protein,50964
S177,BCAP31,protein,10134
S177,RPE65,protein,6121
S177,IMPG2,protein,50939
S177,SERPINB6,protein,5269
S177,KCNJ10,protein,3766
S177,PTPN11,protein,5781
S177,CASK,protein,8573
S177,EDN3,protein,1908
S177,NDUFS2,protein,4720
S177,DIAPH1,protein,1729
S177,CLCNKB,protein,1188
S177,SOX2,protein,6657
S177,NEK2,protein,4751
S177,FADD,protein,8772
S177,ATP6V0A4,protein,50617
S177,BTD,protein,686
S177,FOXC1,protein,2296
S177,SPTLC1,protein,10558
S177,COX15,protein,1355
S177,POGZ,protein,23126
S177,OPA1,protein,4976
S177,TYMP,protein,1890
S177,COL4A5,protein,1287
S177,NDUFS6,protein,4726
S177,PEX13,protein,5194
S177,PEX10,protein,5192
S177,WFS1,protein,7466
S177,NDUFB3,protein,4709
S177,PRPF6,protein,24148
S177,GALE,protein,2582
S177,MAP3K7,protein,6885
S177,RP1,protein,6101
S177,COL9A3,protein,1299
S177,PAX2,protein,5076
S177,GUCA1B,protein,2979
S177,SCO1,protein,6341
S177,PRPF3,protein,9129
S177,XPC,protein,7508
S177,SMC3,protein,9126
S177,PEX26,protein,55670
S177,PEX7,protein,5191
S177,NDUFA9,protein,4704
S177,GSDME,protein,1687
S177,RAP1A,protein,5906
S177,MAP2K1,protein,5604
S177,RP2,protein,6102
S177,ENPP1,protein,5167
S177,ESRRB,protein,2103
S177,CLRN1,protein,7401
S177,IFT172,protein,26160
S177,TOPORS,protein,10210
S177,PDE6G,protein,5148
S177,SDHA,protein,6389
S177,HSD17B4,protein,3295
S177,PTDSS1,protein,9791
S177,BAZ1B,protein,9031
S177,CNGA1,protein,1259
S177,PEX11B,protein,8799
S177,CEP78,protein,84131
S177,POLD1,protein,5424
S177,EDNRB,protein,1910
S177,MITF,protein,4286
S177,NDUFV1,protein,4723
S177,GTF2IRD1,protein,9569
S177,COX6B1,protein,1340
S177,ERCC3,protein,2071
S177,NDUFA1,protein,4694
S177,KDM6A,protein,7403
S177,PEX12,protein,5193
S177,CLIC5,protein,53405
S177,IMPDH1,protein,3614
S177,OFD1,protein,8481
S177,MT-TL1,protein,170604
S177,ERCC6,protein,2074
S177,LRP2,protein,4036
S177,ELN,protein,2006
S177,PRDM5,protein,11107
S177,DNMT1,protein,1786
S177,KMT2D,protein,8085
S177,TSPEAR,protein,54084
S177,DNAJC3,protein,5611
S177,NDUFS1,protein,4719
S177,SIX1,protein,6495
S177,IDUA,protein,3425
S177,POU3F4,protein,5456
S177,GDF5,protein,8200
S177,NDUFS4,protein,4724
S177,YAP1,protein,10413
S177,PEX3,protein,8504
S177,COL9A2,protein,1298
S177,SMCHD1,protein,23347
S177,GIPC3,protein,126326
S177,ACTB,protein,60
S177,PCDH15,protein,65217
S177,TMC1,protein,117531
S177,SLC26A4,protein,5172
S177,NDUFS8,protein,4728
S177,USH1C,protein,10083
S177,COL9A1,protein,1297
S177,LHX3,protein,8022
S177,IRX5,protein,10265
S177,FOXI1,protein,2299
S177,SMC1A,protein,8243
S177,FAS,protein,355
S177,BSND,protein,7809
S177,SLC19A2,protein,10560
S177,RGR,protein,5995
S177,FGFR1,protein,2260
S177,NAGA,protein,4668
S177,NIPBL,protein,25836
S177,NDUFB9,protein,4715
S177,POMGNT1,protein,55624
S177,ABHD5,protein,51099
S177,GATA3,protein,2625
S177,ABHD12,protein,26090
S177,ZMPSTE24,protein,10269
S177,PMP22,protein,5376
S177,MAK,protein,4117
S177,PRPF4,protein,9128
S177,HSD17B10,protein,3028
S177,COX10,protein,1352
S177,FOXRED1,protein,55572
S177,MGAT2,protein,4247
S177,RPGR,protein,6103
S177,TBL2,protein,26608
S177,MED12,protein,9968
S177,GFER,protein,2671
S177,PEX2,protein,5828
S177,RFC2,protein,5982
S182,RPL13A,protein,23521
S182,PUS7,protein,54517
S182,RPL9,protein,6133
S182,ORC2,protein,4999
S182,NRAS,protein,4893
S182,THAP1,protein,55145
S182,PIGQ,protein,9091
S182,TERT,protein,7015
S182,RPLP1,protein,6176
S182,ZNF862,protein,643641
S182,NVL,protein,4931
S182,JUNB,protein,3726
S182,PID1,protein,55022
S182,SFTPC,protein,6440
S182,PZP,protein,5858
S182,ZNF330,protein,27309
S182,OSGEP,protein,55644
S182,LARP4B,protein,23185
S182,PROS1,protein,5627
S182,EXOC1,protein,55763
S182,MRPS35,protein,60488
S182,PSTPIP1,protein,9051
S182,GADD45B,protein,4616
S182,WDR46,protein,9277
S182,RPL30,protein,6156
S182,RPL13,protein,6137
S182,CTPS1,protein,1503
S182,PWP2,protein,5822
S182,MAT2A,protein,4144
S182,SLC38A2,protein,54407
S182,PSMB8,protein,5696
S182,RPS13,protein,6207
S182,MAD1L1,protein,8379
S182,TRRAP,protein,8295
S182,ELANE,protein,1991
S182,RPL12,protein,6136
S182,NDUFAF7,protein,55471
S182,PRELP,protein,5549
S182,RNF34,protein,80196
S182,VDAC3,protein,7419
S182,WDR43,protein,23160
S182,MORC2,protein,22880
S182,KLF9,protein,687
S182,TMEM41B,protein,440026
S182,VPS45,protein,11311
S182,RBM10,protein,8241
S182,MRPS14,protein,63931
S182,RPS15A,protein,6210
S182,WDR3,protein,10885
S182,LILRA3,protein,11026
S182,SETX,protein,23064
S182,CRNKL1,protein,51340
S182,B2M,protein,567
S182,INTS7,protein,25896
S182,RPL34,protein,6164
S182,RPS15,protein,6209
S182,RPS3A,protein,6189
S182,RPS4X,protein,6191
S182,DCLRE1A,protein,9937
S182,RPS23,protein,6228
S183,KCNJ1,protein,3758
S183,TBL2,protein,26608
S183,ADCY10,protein,55811
S183,GTF2I,protein,2969
S183,CYP24A1,protein,1591
S183,SLC12A1,protein,6557
S183,CDKN1C,protein,1028
S183,POMC,protein,5443
S183,CASR,protein,846
S183,CLCN5,protein,1184
S183,SLC34A1,protein,6569
S183,PTH,protein,5741
S183,RFC2,protein,5982
S183,CLIP2,protein,7461
S183,CLDN16,protein,10686
S183,ALPL,protein,249
S183,LIMK1,protein,3984
S183,SLC34A3,protein,142680
S183,BAZ1B,protein,9031
S183,GNA11,protein,2767
S183,ELN,protein,2006
S183,CFTR,protein,1080
S183,OCRL,protein,4952
S183,GTF2IRD1,protein,9569
S183,GCM2,protein,9247
S183,MEN1,protein,4221
S183,PIGT,protein,51604
S183,PTH1R,protein,5745
S183,HCAR2,protein,338442
S183,ATP7B,protein,540
S185,ALB,protein,213
S185,RENBP,protein,5973
S185,ADD1,protein,118
S185,ERAP1,protein,51752
S185,ADRA1D,protein,146
S185,CRP,protein,1401
S185,AGT,protein,183
S185,GRK4,protein,2868
S185,SELE,protein,6401
S185,AGTR1,protein,185
S185,REN,protein,5972
S185,NR3C2,protein,4306
S185,DARS2,protein,55157
S185,EDNRA,protein,1909
S185,ADRB1,protein,153
S185,THBD,protein,7056
S185,LPA,protein,4018
S185,HP,protein,3240
S185,RETN,protein,56729
S185,PPBP,protein,5473
S185,SLC12A3,protein,6559
S185,PLA2G7,protein,7941
S185,NOS2,protein,4843
S185,CST3,protein,1471
S185,GAS5,protein,60674
S185,NPR1,protein,4881
S185,GNB3,protein,2784
S185,ADRA2B,protein,151
S185,UTS2,protein,10911
S185,SLC12A1,protein,6557
S185,KLK4,protein,9622
S185,NEDD4L,protein,23327
S185,ATP1B1,protein,481
S185,INSR,protein,3643
S185,PKD1,protein,5310
S185,PLAT,protein,5327
S185,VWF,protein,7450
S185,KLKB1,protein,3818
S185,NR3C1,protein,2908
S185,CDKN2B-AS1,protein,100048912
S185,INS,protein,3630
S185,ATG9B,protein,285973
S185,LPXN,protein,9404
S185,WNK1,protein,65125
S185,CYBA,protein,1535
S185,ECE1,protein,1889
S185,ACE2,protein,59272
S185,ADRB2,protein,154
S185,LEP,protein,3952
S185,ADM,protein,133
S185,CYP3A5,protein,1577
S185,NPR2,protein,4882
S185,WNK4,protein,65266
S185,F12,protein,2161
S185,NOS3,protein,4846
S185,KNG1,protein,3827
S185,ADD2,protein,119
S185,NPR3,protein,4883
S185,NPPA,protein,4878
S185,CYP11B1,protein,1584
S185,TRPC5,protein,7224
S185,XPNPEP3,protein,63929
S185,SLC6A2,protein,6530
S185,APOA1,protein,335
S185,MEN1,protein,4221
S185,BDKRB2,protein,624
S185,SELENBP1,protein,8991
S185,PTGIS,protein,5740
S185,MME,protein,4311
S185,RGS5,protein,8490
S185,NPPB,protein,4879
S185,TRPC3,protein,7222
S185,EDNRB,protein,1910
S185,APOB,protein,338
S185,NPY,protein,4852
S185,EMX2OS,protein,196047
S185,PKD2,protein,5311
S185,AGTR2,protein,186
S185,DBH,protein,1621
S185,NTS,protein,4922
S185,CYP11B2,protein,1585
S185,ACE,protein,1636
S185,HSD11B2,protein,3291
S185,ADIPOQ,protein,9370
S185,POMC,protein,5443
S185,EDN2,protein,1907
S185,ADRB3,protein,155
S185,EDN1,protein,1906
S185,SERPINE1,protein,5054
S185,SLC8A1,protein,6546
S185,GCGR,protein,2642
S185,PF4,protein,5196
S185,PNMT,protein,5409
S185,COL4A5,protein,1287
S185,SLC9A1,protein,6548
S185,SELP,protein,6403
S185,MIR155,protein,406947
S185,LPL,protein,4023
S189,WWOX,protein,51741
S189,HTT,protein,3064
S189,SYNJ1,protein,8867
S189,ATXN7,protein,6314
S189,CUL4B,protein,8450
S189,TECPR2,protein,9895
S189,DNAJC6,protein,9829
S189,PLA2G6,protein,8398
S189,NOP56,protein,10528
S189,PDYN,protein,5173
S189,CLCN2,protein,1181
S189,OPHN1,protein,4983
S189,TBP,protein,6908
S189,SLC9A1,protein,6548
S189,PSAP,protein,5660
S189,HSD17B4,protein,3295
S189,SCARB2,protein,950
S189,GRID2,protein,2895
S189,EEF2,protein,1938
S189,CAV1,protein,857
S189,SLC9A6,protein,10479
S189,PDP1,protein,54704
S189,MRE11,protein,4361
S189,KIF1C,protein,10749
S189,RRM2B,protein,50484
S189,SYNE1,protein,23345
S189,VLDLR,protein,7436
S189,TBX18,protein,9096
S189,DNAJC3,protein,5611
S189,KCNC3,protein,3748
S189,PMP22,protein,5376
S189,SPTBN2,protein,6712
S189,PRNP,protein,5621
S189,GCH1,protein,2643
S189,ATP1A3,protein,478
S189,APTX,protein,54840
S189,FXN,protein,2395
S189,POLG,protein,5428
S189,ADSL,protein,158
S189,MAN2B1,protein,4125
S189,MPZ,protein,4359
S189,KCND3,protein,3752
S189,ATXN10,protein,25814
S189,TCF4,protein,6925
S189,TH,protein,7054
S189,AFG3L2,protein,10939
S189,FMR1,protein,2332
S189,ANO10,protein,55129
S189,MECP2,protein,4204
S189,SPG7,protein,6687
S189,PRKCG,protein,5582
S190,L1CAM,protein,3897
S190,TOR3A,protein,64222
S190,GRIN2A,protein,2903
S190,ATP2C2,protein,9914
S190,MYO18B,protein,84700
S190,NAGPA,protein,51172
S190,SMUG1,protein,23583
S190,GNPTG,protein,84572
S190,ZNF277,protein,11179
S190,LGI1,protein,9211
S190,KANTR,protein,102723508
S190,PLG,protein,5340
S190,MAPT,protein,4137
S190,CBS,protein,875
S190,PSEN1,protein,5663
S190,PLAT,protein,5327
S190,FOXP1,protein,27086
S190,FUS,protein,2521
S190,TARDBP,protein,23435
S190,PCSK6,protein,5046
S190,MECP2,protein,4204
S190,KIAA0319,protein,9856
S190,FOXP2,protein,93986
S190,TRPV1,protein,7442
S190,LINC01162,protein,104355138
S190,GRN,protein,2896
S190,NFXL1,protein,152518
S190,PDGFC,protein,56034
S190,USP15,protein,9958
S190,CMIP,protein,80790
S190,APOE,protein,348
S190,CNTNAP2,protein,26047
S192,SRCAP,protein,10847
S192,COL3A1,protein,1281
S192,CHST3,protein,9469
S192,EFNB1,protein,1947
S192,NPR2,protein,4882
S192,COL1A1,protein,1277
S192,DCHS1,protein,8642
S192,SERPINF1,protein,5176
S192,COMP,protein,1311
S192,AGA,protein,175
S192,C1R,protein,715
S192,GATA1,protein,2623
S192,NOTCH2,protein,4853
S192,TGDS,protein,23483
S192,GALNS,protein,2588
S192,COL6A2,protein,1292
S192,B3GAT3,protein,26229
S192,CUL4B,protein,8450
S192,SERPINH1,protein,871
S192,ATP7A,protein,538
S192,TGFBR2,protein,7048
S192,KIF22,protein,3835
S192,OTX2,protein,5015
S192,ORC1,protein,4998
S192,KCNJ2,protein,3759
S192,DCPS,protein,28960
S192,MLXIPL,protein,51085
S192,FBLN5,protein,10516
S192,RMRP,protein,6023
S192,FMR1,protein,2332
S192,B4GALT7,protein,11285
S192,TCTN3,protein,26123
S192,LTBP4,protein,8425
S192,MED12,protein,9968
S192,COL6A1,protein,1291
S192,CREBBP,protein,1387
S192,COL1A2,protein,1278
S192,SKI,protein,6497
S192,PIK3CA,protein,5290
S192,CBL,protein,867
S192,FLNB,protein,2317
S192,ELN,protein,2006
S192,EP300,protein,2033
S192,COL6A3,protein,1293
S192,SIN3A,protein,25942
S192,RET,protein,5979
S192,PIK3R1,protein,5295
S192,ADAMTS2,protein,9509
S192,PAX2,protein,5076
S192,SEC23A,protein,10484
S192,PLOD1,protein,5351
S192,ADNP,protein,23394
S192,GLB1,protein,2720
S192,RYR1,protein,6261
S192,SMAD3,protein,4088
S20,ERCC5,protein,2073
S20,CTLA4,protein,1493
S20,TNF,protein,7124
S20,BTK,protein,695
S20,COL1A1,protein,1277
S20,JAK2,protein,3717
S20,TCF3,protein,6929
S20,IL6,protein,3569
S20,ASPG,protein,374569
S20,CYBB,protein,1536
S20,IL1B,protein,3553
S20,ADA,protein,100
S20,ADAMTS13,protein,11093
S20,XPC,protein,7508
S20,CCR1,protein,1230
S20,TREX1,protein,11277
S20,TLR4,protein,7099
S20,LIG4,protein,3981
S20,PSTPIP1,protein,9051
S20,SOD2,protein,6648
S20,FSHB,protein,2488
S20,DST,protein,667
S20,HMGCL,protein,3155
S20,NOS1,protein,4842
S20,SLC11A1,protein,6556
S20,AVP,protein,551
S20,PRSS1,protein,5644
S20,FOXP1,protein,27086
S20,BCL2,protein,596
S20,CXCL8,protein,3576
S20,MEFV,protein,4210
S20,RUNX1,protein,861
S20,PRL,protein,5617
S20,CHD7,protein,55636
S20,LYST,protein,1130
S20,PTGES,protein,9536
S20,RAG1,protein,5896
S20,STAT4,protein,6775
S20,LPIN2,protein,9663
S20,IL12B,protein,3593
S20,HLA-DRB1,protein,3123
S20,CSF3,protein,1440
S20,IRF8,protein,3394
S20,CRH,protein,1392
S20,ADA2,protein,51816
S20,ERCC3,protein,2071
S20,F5,protein,2153
S20,IL36RN,protein,26525
S20,NME1,protein,4830
S20,BCL6,protein,604
S20,POMC,protein,5443
S20,LBR,protein,3930
S20,TPH2,protein,121278
S20,IFNA2,protein,3440
S20,MLX,protein,6945
S20,RMRP,protein,6023
S20,CD27,protein,939
S20,IL2,protein,3558
S20,XPA,protein,7507
S20,LPIN1,protein,23175
S20,SLC29A3,protein,55315
S20,IL7R,protein,3575
S20,KCNJ1,protein,3758
S20,CCND1,protein,595
S20,FBP1,protein,2203
S20,ABL1,protein,25
S20,MIF,protein,4282
S20,PTGS2,protein,5743
S20,HMGB1,protein,3146
S20,IGHM,protein,3507
S20,ATM,protein,472
S20,HLA-DPB1,protein,3115
S20,ERCC4,protein,2072
S20,IL2RG,protein,3561
S20,CYBA,protein,1535
S20,MALT1,protein,10892
S20,WIPF1,protein,7456
S20,SLC12A1,protein,6557
S20,PTPN22,protein,26191
S20,IL12A,protein,3592
S20,SPINK1,protein,6690
S20,FAS,protein,355
S20,BCL10,protein,8915
S20,HTR2A,protein,3356
S20,C4A,protein,720
S20,EDA,protein,1896
S20,AQP2,protein,359
S20,MYH3,protein,4621
S20,IGLL1,protein,3543
S20,IFNG,protein,3458
S20,CACNA1A,protein,773
S20,CD79B,protein,974
S20,IL1A,protein,3552
S20,AK2,protein,204
S20,HBB,protein,3043
S20,GAA,protein,2548
S20,RAG2,protein,5897
S20,ATP1A2,protein,477
S20,WAS,protein,7454
S20,ERAP1,protein,51752
S20,STX11,protein,8676
S20,BCR,protein,613
S20,BLNK,protein,29760
S20,IGH,protein,3492
S20,NCF2,protein,4688
S20,ELANE,protein,1991
S20,HLA-B,protein,3106
S20,KLRC4,protein,8302
S20,ERCC2,protein,2068
S20,IL10,protein,3586
S20,AVPR2,protein,554
S20,BIRC3,protein,330
S20,TNFRSF1A,protein,7132
S20,PRTN3,protein,5657
S20,CD79A,protein,973
S20,ALPL,protein,249
S20,IKZF1,protein,10320
S20,NCF4,protein,4689
S20,PIK3R1,protein,5295
S20,MVK,protein,4598
S20,HTR1A,protein,3350
S20,CYP21A2,protein,1589
S20,PRNP,protein,5621
S20,RYR1,protein,6261
S20,NOTCH3,protein,4854
S20,STAT3,protein,6774
S20,DDB2,protein,1643
S20,CRP,protein,1401
S20,CFH,protein,3075
S20,CLPX,protein,10845
S20,AKAP13,protein,11214
S20,ARSI,protein,340075
S200,TK2,protein,7084
S200,CRP,protein,1401
S200,SFTPD,protein,6441
S200,DCTN1,protein,1639
S200,IGHMBP2,protein,3508
S200,LAMA2,protein,3908
S200,ALPL,protein,249
S200,NKX2-1,protein,7080
S200,TTN,protein,7273
S200,GAA,protein,2548
S200,F3,protein,2152
S200,SFTPB,protein,6439
S200,SFTPC,protein,6440
S200,SERPINA1,protein,5265
S200,SLC4A1,protein,6521
S200,SELENON,protein,57190
S200,PIK3C2A,protein,5286
S200,ALB,protein,213
S200,TNF,protein,7124
S200,TTR,protein,7276
S200,SCGB1A1,protein,7356
S200,CXCL8,protein,3576
S200,CHAT,protein,1103
S200,PDE4A,protein,5141
S200,ELANE,protein,1991
S200,ACE,protein,1636
S21,PSEN1,protein,5663
S21,HEXA,protein,3073
S21,TBK1,protein,29110
S21,TARDBP,protein,23435
S21,PRNP,protein,5621
S21,DCTN1,protein,1639
S21,CHMP2B,protein,25978
S21,SQSTM1,protein,8878
S21,MAPT,protein,4137
S21,GM2A,protein,2760
S21,SMARCB1,protein,6598
S21,SPAST,protein,6683
S21,PDGFB,protein,5155
S21,DNMT1,protein,1786
S21,GRN,protein,2896
S21,SDHC,protein,6391
S21,SLC18A2,protein,6571
S21,PDGFRA,protein,5156
S21,GNAS,protein,2778
S21,PAX8,protein,7849
S21,POU1F1,protein,5449
S21,XPA,protein,7507
S21,CPT1A,protein,1374
S21,FGF23,protein,8074
S21,ABL1,protein,25
S21,ERCC5,protein,2073
S21,NR3C1,protein,2908
S21,BCL2,protein,596
S21,HLA-B,protein,3106
S21,RUNX1,protein,861
S21,BCL10,protein,8915
S21,FIG4,protein,9896
S21,JAK2,protein,3717
S21,LHX3,protein,8022
S21,GLA,protein,2717
S21,PREPL,protein,9581
S21,HESX1,protein,8820
S21,CPT2,protein,1376
S21,VCP,protein,7415
S21,LBR,protein,3930
S21,MLH1,protein,4292
S21,PRPH,protein,5630
S21,PDE8B,protein,8622
S21,ATXN2,protein,6311
S21,SOX3,protein,6658
S21,DNAJC6,protein,9829
S21,IKZF1,protein,10320
S21,EPHA4,protein,2043
S21,ERBB4,protein,2066
S21,RPL11,protein,6135
S21,PIK3R1,protein,5295
S21,PTPN22,protein,26191
S21,PTPN3,protein,5774
S21,GLI2,protein,2736
S21,HFE,protein,3077
S21,DDB2,protein,1643
S21,ERCC4,protein,2072
S21,PMS1,protein,5378
S21,AIP,protein,9049
S21,DUOX2,protein,50506
S21,TNFRSF10A,protein,8797
S21,MLX,protein,6945
S21,RPS26,protein,6231
S21,EPOR,protein,2057
S21,PSTPIP1,protein,9051
S21,KRAS,protein,3845
S21,POMGNT1,protein,55624
S21,HNF4A,protein,3172
S21,OPTN,protein,10133
S21,CTLA4,protein,1493
S21,PFN1,protein,5216
S21,ATRX,protein,546
S21,BIRC3,protein,330
S21,NKX2-5,protein,1482
S21,IGHM,protein,3507
S21,OTX2,protein,5015
S21,MLH3,protein,27030
S21,MALT1,protein,10892
S21,LMNA,protein,4000
S21,RPL35A,protein,6165
S21,SDHB,protein,6390
S21,ERCC3,protein,2071
S21,EPCAM,protein,4072
S21,PON2,protein,5445
S21,TGFBR2,protein,7048
S21,SCNN1B,protein,6338
S21,HBA1,protein,3039
S21,PMS2,protein,5395
S21,GATA1,protein,2623
S21,BLNK,protein,29760
S21,HNF1A,protein,6927
S21,FOXP1,protein,27086
S21,PPARGC1A,protein,10891
S21,IFNA2,protein,3440
S21,C4A,protein,720
S21,MYH7,protein,4625
S21,ALB,protein,213
S21,BCL6,protein,604
S21,RPS7,protein,6201
S21,FAS,protein,355
S21,CD79B,protein,974
S21,BTK,protein,695
S21,CCR1,protein,1230
S21,IL12A,protein,3592
S21,PROP1,protein,5626
S21,UBQLN2,protein,29978
S21,NFKB2,protein,4791
S21,UNC13A,protein,23025
S21,RPS17,protein,6218
S21,ELANE,protein,1991
S21,MATR3,protein,9782
S21,SH2B3,protein,10019
S21,CD79A,protein,973
S21,ANG,protein,283
S21,KIT,protein,3815
S21,ERCC2,protein,2068
S21,FAN1,protein,22909
S21,RPS24,protein,6229
S21,HLA-DPB1,protein,3115
S21,PRTN3,protein,5657
S21,VAPB,protein,9217
S21,SLC11A1,protein,6556
S21,XPC,protein,7508
S21,TCF3,protein,6929
S21,MSH2,protein,4436
S21,WAS,protein,7454
