SID,Symbol,Category_cl,EntrezID
S346,COL6A2,protein,1292
S346,NEU1,protein,4758
S346,TTC19,protein,54902
S346,PHYH,protein,5264
S346,ERLIN2,protein,11160
S346,ATP8A2,protein,51761
S346,BMP1,protein,649
S346,TPI1,protein,7167
S346,PFKM,protein,5213
S346,PHKA1,protein,5255
S346,PLP1,protein,5354
S346,HSPB3,protein,8988
S346,FKBP14,protein,55033
S346,FBXL4,protein,26235
S346,ADK,protein,132
S346,DCTN1,protein,1639
S346,ATM,protein,472
S346,SGCG,protein,6445
S346,HNRNPA2B1,protein,3181
S346,NDUFV1,protein,4723
S346,VCP,protein,7415
S346,FOXRED1,protein,55572
S346,PRKACA,protein,5566
S346,NDUFAF3,protein,25915
S346,VLDLR,protein,7436
S346,INSR,protein,3643
S346,PFN1,protein,5216
S346,NDUFB9,protein,4715
S346,FLNA,protein,2316
S346,DHH,protein,50846
S346,DARS2,protein,55157
S346,SLC33A1,protein,9197
S346,B4GALT7,protein,11285
S346,FLVCR1,protein,28982
S346,ALDH18A1,protein,5832
S346,SLC9A6,protein,10479
S346,GBE1,protein,2632
S346,NDUFS3,protein,4722
S346,PDE8B,protein,8622
S346,FKTN,protein,2218
S346,RRM2B,protein,50484
S346,ANG,protein,283
S346,CPT1A,protein,1374
S346,ERBB3,protein,2065
S346,NDUFA1,protein,4694
S346,HNRNPA1,protein,3178
S346,PIK3R2,protein,5296
S346,PON3,protein,5446
S346,TREM2,protein,54209
S346,AIP,protein,9049
S346,FHL1,protein,2273
S346,CHRNE,protein,1145
S346,NDE1,protein,54820
S346,COL2A1,protein,1280
S346,PON1,protein,5444
S346,UNC13A,protein,23025
S346,CTNS,protein,1497
S346,SQSTM1,protein,8878
S346,HINT1,protein,3094
S346,ENTPD1,protein,953
S346,NDUFS4,protein,4724
S346,NDUFS2,protein,4720
S346,SLC16A2,protein,6567
S346,PYCR2,protein,29920
S346,PON2,protein,5445
S346,ADSL,protein,158
S346,SLC7A7,protein,9056
S346,CD59,protein,966
S346,NDUFS1,protein,4719
S346,GNAS,protein,2778
S346,SPTLC1,protein,10558
S346,NDUFV2,protein,4729
S346,VAPB,protein,9217
S346,PSMB8,protein,5696
S346,PDE11A,protein,50940
S346,OGDH,protein,4967
S346,SUCLG1,protein,8802
S346,PIP5K1C,protein,23396
S346,NDUFS6,protein,4726
S346,DAO,protein,1610
S346,NEFH,protein,4744
S346,MTM1,protein,4534
S346,KIF1A,protein,547
S346,NDUFB3,protein,4709
S346,MYOT,protein,9499
S346,PLEC,protein,5339
S346,LMNA,protein,4000
S346,ERBB4,protein,2066
S346,NDUFAF4,protein,29078
S346,PRPH,protein,5630
S346,PRKAR1A,protein,5573
S346,RBM28,protein,55131
S346,VPS13A,protein,23230
S346,AFG3L2,protein,10939
S346,HSPG2,protein,3339
S346,AR,protein,367
S346,PEX7,protein,5191
S346,DMPK,protein,1760
S346,TNXB,protein,7148
S346,GYG1,protein,2992
S346,OPTN,protein,10133
S346,ITGA7,protein,3679
S346,NDUFAF1,protein,51103
S346,EPHA4,protein,2043
S346,DHTKD1,protein,55526
S346,CHMP2B,protein,25978
S346,SLC12A6,protein,9990
S346,CHRNB1,protein,1140
S346,POLG,protein,5428
S346,FUS,protein,2521
S346,EXOSC3,protein,51010
S346,SOD1,protein,6647
S346,CA8,protein,767
S346,TGFB1,protein,7040
S346,SUCLA2,protein,8803
S346,RYR1,protein,6261
S346,PNKP,protein,11284
S346,SMCHD1,protein,23347
S346,FIG4,protein,9896
S346,TPM2,protein,7169
S346,TBK1,protein,29110
S346,SCN9A,protein,6335
S346,UBQLN2,protein,29978
S346,MECP2,protein,4204
S346,HEXB,protein,3074
S346,GLE1,protein,2733
S346,WRN,protein,7486
S346,ATXN2,protein,6311
S346,GLB1,protein,2720
S346,FRG1,protein,2483
S346,GFPT1,protein,2673
S349,B2M,protein,567
S349,AGER,protein,177
S349,CD79A,protein,973
S349,C3,protein,718
S349,MYH9,protein,4627
S349,ACE,protein,1636
S349,NPHS2,protein,7827
S349,NPPA,protein,4878
S349,MGP,protein,4256
S349,VDR,protein,7421
S349,NPHP1,protein,4867
S349,TF,protein,7018
S349,TNFRSF11B,protein,4982
S349,UMOD,protein,7369
S349,INS,protein,3630
S349,LCN2,protein,3934
S349,TSC1,protein,7248
S349,CST3,protein,1471
S349,VPS16,protein,64601
S349,PKD2,protein,5311
S349,UBD,protein,10537
S349,TGFB1,protein,7040
S349,AGTR1,protein,185
S349,COL4A5,protein,1287
S349,MUC1,protein,4582
S349,TGFBRAP1,protein,9392
S349,DZIP1L,protein,199221
S349,NPHS1,protein,4868
S349,LMX1B,protein,4010
S349,CD2AP,protein,23607
S349,ACTN4,protein,81
S349,PKD1L2,protein,76645
S349,PKD1,protein,5310
S349,COL4A4,protein,1286
S349,CRB2,protein,286204
S349,HNF1B,protein,6928
S349,PKD2L1,protein,9033
S349,FGF23,protein,8074
S349,REN,protein,5972
S349,MIR141,protein,406933
S349,AGT,protein,183
S349,AMBP,protein,259
S349,PTH,protein,5741
S349,NEAT1,protein,283131
S349,LPA,protein,4018
S349,PKD1L1,protein,168507
S349,IFT88,protein,8100
S349,PKD1L3,protein,342372
S349,NPPB,protein,4879
S349,RBP4,protein,5950
S349,PKDREJ,protein,10343
S349,UTS2,protein,10911
S349,MIR200A,protein,406983
S349,PKD1P1,protein,131696449
S349,VPS33A,protein,65082
S349,VIPAS39,protein,63894
S349,GLA,protein,2717
S349,PKD2L2,protein,27039
S349,VPS33B,protein,26276
S349,PAX2,protein,5076
S349,CASR,protein,846
S349,NAGLU,protein,4669
S349,ALB,protein,213
S349,NBEAL2,protein,23218
S349,EDN1,protein,1906
S349,PKHD1,protein,5314
S349,WT1,protein,7490
S349,AQP2,protein,359
S349,CCL2,protein,6347
S349,TMEM67,protein,91147
S349,COL4A3,protein,1285
S349,APOE,protein,348
S349,CEP290,protein,80184
S349,CRP,protein,1401
S349,VPS39,protein,23339
S349,NR3C2,protein,4306
S349,EPO,protein,2056
S350,ACTN4,protein,81
S350,APOE,protein,348
S350,CRB2,protein,286204
S350,EDN1,protein,1906
S350,PKD1L3,protein,342372
S350,FGF23,protein,8074
S350,TGFB1,protein,7040
S350,DZIP1L,protein,199221
S350,ALB,protein,213
S350,TF,protein,7018
S350,AGT,protein,183
S350,NPHS1,protein,4868
S350,GLA,protein,2717
S350,CD79A,protein,973
S350,LPA,protein,4018
S350,INS,protein,3630
S350,C3,protein,718
S350,CRP,protein,1401
S350,CCL2,protein,6347
S350,PKD1L1,protein,168507
S350,MUC1,protein,4582
S350,PKD1L2,protein,76645
S350,PKDREJ,protein,10343
S350,MGP,protein,4256
S350,CASR,protein,846
S350,PTH,protein,5741
S350,WT1,protein,7490
S350,AMBP,protein,259
S350,MYH9,protein,4627
S350,NPHP1,protein,4867
S350,HNF1B,protein,6928
S350,PKD1P1,protein,131696449
S350,NR3C2,protein,4306
S350,AGER,protein,177
S350,LCN2,protein,3934
S350,CD2AP,protein,23607
S350,REN,protein,5972
S350,PKHD1,protein,5314
S350,UBD,protein,10537
S350,VDR,protein,7421
S350,NEAT1,protein,283131
S350,UTS2,protein,10911
S350,PKD2,protein,5311
S350,IFT88,protein,8100
S350,PKD1,protein,5310
S350,NAGLU,protein,4669
S350,COL4A5,protein,1287
S350,COL4A3,protein,1285
S350,MIR141,protein,406933
S350,PKD2L1,protein,9033
S350,B2M,protein,567
S350,TNFRSF11B,protein,4982
S350,EPO,protein,2056
S350,AQP2,protein,359
S350,NPPB,protein,4879
S350,COL4A4,protein,1286
S350,ACE,protein,1636
S350,PKD2L2,protein,27039
S350,NPPA,protein,4878
S350,RBP4,protein,5950
S350,MIR200A,protein,406983
S350,CEP290,protein,80184
S350,CST3,protein,1471
S350,AGTR1,protein,185
S350,TMEM67,protein,91147
S350,NPHS2,protein,7827
S350,LMX1B,protein,4010
S350,UMOD,protein,7369
S350,PAX2,protein,5076
S355,FBN1,protein,2200
S355,RP9,protein,6100
S355,RHO,protein,6010
S355,NEK2,protein,4751
S355,SAG,protein,6295
S355,IMPDH1,protein,3614
S355,ACTB,protein,60
S355,ZNF423,protein,23090
S355,TNFSF11,protein,8600
S355,NDUFS3,protein,4722
S355,PRPF6,protein,24148
S355,FLVCR1,protein,28982
S355,IDH3B,protein,3420
S355,ROM1,protein,6094
S355,TULP1,protein,7287
S355,BCOR,protein,54880
S355,POMGNT1,protein,55624
S355,GNAS,protein,2778
S355,FZD4,protein,8322
S355,TIMM8A,protein,1678
S355,CLRN1,protein,7401
S355,RDH12,protein,145226
S355,HSD11B1L,protein,374875
S355,ABCA4,protein,24
S355,RP1,protein,6101
S355,ASPA,protein,443
S355,NDP,protein,4693
S355,RP2,protein,6102
S355,BEST1,protein,7439
S355,SCN1A,protein,6323
S355,SNRNP200,protein,23020
S355,PQBP1,protein,10084
S355,CA4,protein,762
S355,NDUFS4,protein,4724
S355,CNGA3,protein,1261
S355,NR2E3,protein,10002
S355,PRPF31,protein,26121
S355,OFD1,protein,8481
S355,RGR,protein,5995
S355,USH2A,protein,7399
S355,PLG,protein,5340
S355,TMEM138,protein,51524
S355,NDUFAF3,protein,25915
S355,NDUFAF4,protein,29078
S355,ABCD1,protein,215
S355,RBP3,protein,5949
S355,PROS1,protein,5627
S355,TMEM216,protein,51259
S355,NDUFAF1,protein,51103
S355,OAT,protein,4942
S355,LRAT,protein,9227
S355,GM2A,protein,2760
S355,HEXB,protein,3074
S355,IFT140,protein,9742
S355,ARL2BP,protein,23568
S355,CRB1,protein,23418
S355,NDUFB9,protein,4715
S355,PRPF3,protein,9129
S355,NDUFS2,protein,4720
S355,NAA10,protein,8260
S355,NDUFB3,protein,4709
S355,OPN1LW,protein,5956
S355,COL2A1,protein,1280
S355,FOXRED1,protein,55572
S355,PCBP4,protein,57060
S355,NDUFS6,protein,4726
S355,ALMS1,protein,7840
S355,POMT1,protein,10585
S355,RAB11FIP1,protein,80223
S355,PDE6A,protein,5145
S355,CRX,protein,1406
S355,CNGB1,protein,1258
S355,MAK,protein,4117
S355,IMPG2,protein,50939
S355,TOPORS,protein,10210
S355,PDE6G,protein,5148
S355,CAPN5,protein,726
S355,PDE6B,protein,5158
S355,PRPH2,protein,5961
S355,RLBP1,protein,6017
S355,CDH3,protein,1001
S355,SPATA7,protein,55812
S355,MERTK,protein,10461
S355,FSCN2,protein,25794
S355,CLN3,protein,1201
S355,PROM1,protein,8842
S355,FKTN,protein,2218
S355,PPT1,protein,5538
S355,ATP1A3,protein,478
S355,TUB,protein,7275
S355,RPE65,protein,6121
S355,GUCY2D,protein,3000
S355,NDUFS1,protein,4719
S355,GDF6,protein,392255
S355,BBS2,protein,583
S355,LRP5,protein,4041
S355,IFT172,protein,26160
S355,NDUFV1,protein,4723
S355,LCA5,protein,167691
S355,CNGA1,protein,1259
S355,LAMB2,protein,3913
S355,TCIRG1,protein,10312
S355,PIK3R2,protein,5296
S355,GALC,protein,2581
S355,RPGR,protein,6103
S355,NDUFV2,protein,4729
S355,LARGE1,protein,9215
S355,PRPF4,protein,9128
S355,GJB2,protein,2706
S355,GRIP1,protein,23426
S355,GUCA1B,protein,2979
S355,NDUFA1,protein,4694
S355,PLOD1,protein,5351
S355,PRPF8,protein,10594
S355,POMT2,protein,29954
S355,HEXA,protein,3073
S355,NRL,protein,4901
S358,ATP2B3,protein,492
S358,TARDBP,protein,23435
S358,EWSR1,protein,2130
S358,CMKLR1,protein,1240
S358,MBP,protein,4155
S358,BCHE,protein,590
S358,DEDD,protein,9191
S358,MAPT,protein,4137
S358,PSEN1,protein,5663
S358,EP300,protein,2033
S358,FUS,protein,2521
S358,RTN4,protein,57142
S358,ELP1,protein,8518
S358,GRN,protein,2896
S358,CBS,protein,875
S358,YWHAQ,protein,10971
S358,NAGLU,protein,4669
S358,MMP3,protein,4314
S358,IVL,protein,3713
S359,TTC19,protein,54902
S359,OXT,protein,5020
S359,SRPX2,protein,27286
S359,UBE3A,protein,7337
S359,BCL11A,protein,53335
S359,IL2RB,protein,3560
S359,PNOC,protein,5368
S359,CCK,protein,885
S359,TBP,protein,6908
S359,CHMP2B,protein,25978
S359,AP1M2,protein,10053
S359,TREM2,protein,54209
S359,FOXG1,protein,2290
S359,FOXP2,protein,93986
S359,TYROBP,protein,7305
S359,PTPN2,protein,5771
S359,PSENEN,protein,55851
S359,TAC1,protein,6863
S359,MECP2,protein,4204
S359,PRNP,protein,5621
S359,TRPV1,protein,7442
S359,ATP1A2,protein,477
S359,NTS,protein,4922
S359,PDYN,protein,5173
S359,SLC22A18,protein,18400
S359,PSEN1,protein,5663
S359,MAPT,protein,4137
S359,RPL34,protein,6164
S359,OPRM1,protein,4988
S359,CD247,protein,919
S359,POMC,protein,5443
S359,FAS,protein,355
S359,PTGS2,protein,5743
S359,TYK2,protein,7297
S359,OPRL1,protein,4987
S359,OPRK1,protein,4986
S359,IL2RA,protein,3559
S359,TREX1,protein,11277
S359,FOS,protein,2353
S359,APTX,protein,54840
S359,GRN,protein,2896
S359,TRIM13,protein,10206
S359,IER3IP1,protein,51124
S359,CSF1R,protein,1436
S359,CNR1,protein,1268
S359,TBC1D8,protein,11138
S359,STAT4,protein,6775
S359,VCP,protein,7415
S359,AP2M1,protein,1173
S359,EPM2A,protein,7957
S359,NPFF,protein,8620
S359,HTR7,protein,3363
S359,PTPN22,protein,26191
S360,CCL27,protein,10850
S360,STAT3,protein,6774
S360,RNASE3,protein,6037
S360,IGHE,protein,3497
S360,IL17A,protein,3605
S360,SOCS3,protein,9021
S360,PTGDR,protein,5729
S360,TSLP,protein,85480
S360,BCL7B,protein,9275
S360,IFNG,protein,3458
S360,COL6A5,protein,256076
S360,CARD11,protein,84433
S360,MSMO1,protein,6307
S360,BTD,protein,686
S360,TMEM79,protein,84283
S360,SPINK5,protein,11005
S360,IL31,protein,386653
S360,CCL11,protein,6356
S360,NOD2,protein,64127
S360,FLG,protein,2312
S360,CCL17,protein,6361
S360,NACA,protein,4666
S360,ZNF750,protein,79755
S360,CMA1,protein,1215
S360,IL4,protein,3565
S360,CCL22,protein,6367
S360,IL31RA,protein,133396
S360,IL13,protein,3596
S360,IL5,protein,3567
S360,KLK7,protein,5650
S360,FAF2,protein,23197
S360,PHF11,protein,51131
S360,NPSR1,protein,387129
S360,DSG1,protein,1828
S363,GRN,protein,2896
S363,MAPT,protein,4137
S363,PTK6,protein,5753
S363,VCP,protein,7415
S363,RFC2,protein,5982
S363,PSEN1,protein,5663
S363,LIMK1,protein,3984
S363,VPS13A,protein,23230
S363,CLIP2,protein,7461
S363,SQSTM1,protein,8878
S363,ELN,protein,2006
S363,TREM2,protein,54209
S363,CAMP,protein,820
S363,MAP4K5,protein,11183
S363,CHMP2B,protein,25978
S363,GTF2I,protein,2969
S363,TBL2,protein,26608
S363,SLC17A5,protein,26503
S363,GTF2IRD1,protein,9569
S363,BAZ1B,protein,9031
S368,ADIPOQ,protein,9370
S368,IL6,protein,3569
S368,REN,protein,5972
S368,APOE,protein,348
S368,CHI3L1,protein,1116
S368,ACE,protein,1636
S368,INS,protein,3630
S368,IGF1,protein,3479
S368,HTR2A,protein,3356
S368,NOS3,protein,4846
S368,CXCL8,protein,3576
S368,S100B,protein,6285
S368,EDN1,protein,1906
S368,AHDC1,protein,27245
S368,VEGFA,protein,7422
S368,ICAM1,protein,3383
S368,HCRT,protein,3060
S368,CRP,protein,1401
S368,GHRL,protein,51738
S368,TNF,protein,7124
S368,NPPB,protein,4879
S368,LEPR,protein,3953
S368,LEP,protein,3952
S375,NEK1,protein,4750
S375,GBE1,protein,2632
S375,SLC17A5,protein,26503
S375,FIG4,protein,9896
S375,HADHB,protein,3032
S375,GUSB,protein,2990
S375,CCBE1,protein,147372
S375,KLF1,protein,10661
S375,BSND,protein,7809
S375,EPHB4,protein,2050
S375,COL2A1,protein,1280
S375,SLC26A2,protein,1836
S375,PIEZO1,protein,9780
S375,HBA2,protein,3040
S375,HADHA,protein,3030
S375,TRIP11,protein,9321
S375,NEU1,protein,4758
S375,FLNB,protein,2317
S375,HBA1,protein,3039
S375,COL11A1,protein,1301
S375,PTH1R,protein,5745
S375,RYR1,protein,6261
S38,HLA-DRB1,protein,3123
S38,MATR3,protein,9782
S38,ACVRL1,protein,94
S38,CHMP2B,protein,25978
S38,SFTPB,protein,6439
S38,CSF2RB,protein,1439
S38,VCL,protein,7414
S38,FUS,protein,2521
S38,TSC2,protein,7249
S38,MRPL3,protein,11222
S38,LDLR,protein,3949
S38,PPARGC1A,protein,10891
S38,NPPB,protein,4879
S38,SERPINA1,protein,5265
S38,PRPH,protein,5630
S38,BMPR2,protein,659
S38,SCN5A,protein,6331
S38,DAO,protein,1610
S38,LAMA3,protein,3909
S38,ORC6,protein,23594
S38,CASR,protein,846
S38,ATRX,protein,546
S38,VAPB,protein,9217
S38,DCTN1,protein,1639
S38,TSC1,protein,7248
S38,DSC2,protein,1824
S38,CAV1,protein,857
S38,PON1,protein,5444
S38,CRLF1,protein,9244
S38,ATXN2,protein,6311
S38,TARDBP,protein,23435
S38,FIG4,protein,9896
S38,APOB,protein,338
S38,NEFH,protein,4744
S38,UBQLN2,protein,29978
S38,PIGT,protein,51604
S38,WIPF1,protein,7456
S38,TBK1,protein,29110
S38,PON3,protein,5446
S38,GAA,protein,2548
S38,UNC13A,protein,23025
S38,LAMB3,protein,3914
S38,HBB,protein,3043
S38,IRF5,protein,3663
S38,CCR6,protein,1235
S38,WAS,protein,7454
S38,ISCU,protein,23479
S38,OPTN,protein,10133
S38,EPHA4,protein,2043
S38,ANG,protein,283
S38,LDLRAP1,protein,26119
S38,SLC25A1,protein,6576
S38,VCP,protein,7415
S38,KCNJ6,protein,3763
S38,ENG,protein,2022
S38,SMPD1,protein,6609
S38,TREM2,protein,54209
S38,HNRNPA1,protein,3178
S38,PON2,protein,5445
S38,SOD1,protein,6647
S38,DNASE1L3,protein,1776
S38,LAMC2,protein,3918
S38,FBP1,protein,2203
S38,PFN1,protein,5216
S38,SQSTM1,protein,8878
S38,ERBB4,protein,2066
S38,ABCA3,protein,21
S38,DPM1,protein,8813
S38,CPT2,protein,1376
S38,SLC35A1,protein,10559
S38,SCO2,protein,9997
S38,NKX2-1,protein,7080
S38,CREBBP,protein,1387
S38,COX10,protein,1352
S38,ORC1,protein,4998
S38,HLCS,protein,3141
S38,PRRX1,protein,5396
S38,CHRNE,protein,1145
S38,EP300,protein,2033
S38,COX6B1,protein,1340
S38,DMPK,protein,1760
S38,FOXF1,protein,2294
S38,ADCY6,protein,112
S38,ETFDH,protein,2110
S38,KAT6A,protein,7994
S38,SOX9,protein,6662
S38,LIFR,protein,3977
S38,SCO1,protein,6341
S38,COL2A1,protein,1280
S38,CNTNAP1,protein,8506
S38,ALDH7A1,protein,501
S38,FASTKD2,protein,22868
S38,SDCCAG8,protein,10806
S38,TACO1,protein,51204
S38,SFTPC,protein,6440
S38,FGFR1,protein,2260
S38,FGFR2,protein,2263
S38,CHAT,protein,1103
S38,STAT5B,protein,6777
S38,OTX2,protein,5015
S38,AIFM1,protein,9131
S38,ETFA,protein,2108
S38,EFTUD2,protein,9343
S38,RPS28,protein,6234
S38,ETFB,protein,2109
S38,EDA,protein,1896
S38,ALB,protein,213
S38,ELANE,protein,1991
S38,PDE4A,protein,5141
S38,SELENON,protein,57190
S38,IGHMBP2,protein,3508
S38,F3,protein,2152
S38,TNF,protein,7124
S38,LAMA2,protein,3908
S38,PIK3C2A,protein,5286
S38,SLC4A1,protein,6521
S38,CRP,protein,1401
S38,SCGB1A1,protein,7356
S38,TK2,protein,7084
S38,ACE,protein,1636
S38,SFTPD,protein,6441
S38,TTR,protein,7276
S38,ALPL,protein,249
S38,TTN,protein,7273
S38,CXCL8,protein,3576
S38,FOXE3,protein,2301
S38,LOX,protein,4015
S38,MYLK,protein,4638
S38,SH2B3,protein,10019
S38,JAK2,protein,3717
S38,ACTA2,protein,59
S38,TGFBR1,protein,7046
S38,MFAP5,protein,8076
S38,DNA2,protein,1763
S38,CYB5R3,protein,1727
S38,FBN1,protein,2200
S38,TGFB2,protein,7042
S38,TGFB3,protein,7043
S38,PRKG1,protein,5592
S38,MYH11,protein,4629
S38,TERT,protein,7015
S38,SMAD3,protein,4088
S38,TGFBR2,protein,7048
S380,CD81,protein,975
S380,TNFRSF13B,protein,23495
S380,DNMT3B,protein,1789
S380,LRBA,protein,987
S380,CD19,protein,930
S380,ADAMTS13,protein,11093
S380,FAS,protein,355
S380,NFKB1,protein,4790
S380,TPP2,protein,7174
S380,IL11,protein,3589
S380,PRKCD,protein,5580
S380,ACP5,protein,54
S380,THPO,protein,7066
S380,IFNA2,protein,3440
S380,CR2,protein,1380
S380,CTLA4,protein,1493
S380,CASP10,protein,843
S380,ADA,protein,100
S380,GALC,protein,2581
S380,NFKB2,protein,4791
S380,GP6,protein,51206
S380,ICOS,protein,29851
S380,GATA3,protein,2625
S380,KMT2D,protein,8085
S380,GP1BA,protein,2811
S380,PNP,protein,4860
S380,KDM6A,protein,7403
S380,MS4A1,protein,931
S380,FASLG,protein,356
S380,NRAS,protein,4893
S380,MPL,protein,4352
S380,SELP,protein,6403
S380,ITGB3,protein,3690
S380,TNFSF12,protein,8742
S380,ITGA2B,protein,3674
S387,TLR4,protein,7099
S387,SDHC,protein,6391
S387,MANBA,protein,4126
S387,THRB,protein,7068
S387,TBX22,protein,50945
S387,TK2,protein,7084
S387,PMP22,protein,5376
S387,TBX15,protein,6913
S387,EYA1,protein,2138
S387,IDS,protein,3423
S387,NTF3,protein,4908
S387,CTSA,protein,5476
S387,COL4A6,protein,1288
S387,GALNS,protein,2588
S387,ABCD1,protein,215
S387,MBTPS2,protein,51360
S387,NTNG1,protein,22854
S387,SOX11,protein,6664
S387,AK2,protein,204
S387,PEPD,protein,5184
S387,GLB1,protein,2720
S387,IDUA,protein,3425
S387,SDHB,protein,6390
S387,LRP4,protein,4038
S387,ALOX12B,protein,242
S387,NFIX,protein,4784
S387,CLDN14,protein,23562
S387,SEMA3E,protein,9723
S387,MYH3,protein,4621
S387,TINF2,protein,26277
S387,ACVR1,protein,90
S387,RMND1,protein,55005
S387,FANCD2,protein,2177
S387,PRPS1,protein,5631
S387,ORC1,protein,4998
S387,TCF12,protein,6938
S387,AP1S1,protein,1174
S387,EDN3,protein,1908
S387,ARID1A,protein,8289
S387,ERCC4,protein,2072
S387,SDHD,protein,6392
S387,ABCB6,protein,10058
S387,ASPA,protein,443
S387,SOX2,protein,6657
S387,ERCC2,protein,2068
S387,PTH1R,protein,5745
S387,SH3PXD2B,protein,285590
S387,WHRN,protein,25861
S387,SMARCE1,protein,6605
S387,DHCR7,protein,1717
S387,LIG4,protein,3981
S387,NELFA,protein,7469
S387,TWIST1,protein,7291
S387,SLC33A1,protein,9197
S387,TTR,protein,7276
S387,AKT1,protein,207
S387,NSUN2,protein,54888
S387,NAA10,protein,8260
S387,GNAS,protein,2778
S387,ZBTB20,protein,26137
S387,KYNU,protein,8942
S387,NAGLU,protein,4669
S387,SRP72,protein,6731
S387,P2RX2,protein,22953
S387,ABCA12,protein,26154
S387,POLA1,protein,5422
S387,ERCC3,protein,2071
S387,STAMBP,protein,10617
S387,FLNA,protein,2316
S387,PCLO,protein,27445
S387,GALC,protein,2581
S387,SOD1,protein,6647
S387,KCNQ4,protein,9132
S387,PQBP1,protein,10084
S387,EDNRB,protein,1910
S387,TGFB1,protein,7040
S387,FANCC,protein,2176
S387,TP63,protein,8626
S387,GNS,protein,2799
S387,KMT2D,protein,8085
S387,KAT6B,protein,23522
S387,TGM1,protein,7051
S387,COL4A4,protein,1286
S387,RPGR,protein,6103
S387,FUCA1,protein,2517
S387,DDX11,protein,1663
S387,DNMT1,protein,1786
S387,SNX10,protein,29887
S387,PRKAR1A,protein,5573
S387,SLC26A4,protein,5172
S387,CLCN7,protein,1186
S387,COL10A1,protein,1300
S387,TNC,protein,3371
S387,FIG4,protein,9896
S387,RRM2B,protein,50484
S387,COL1A2,protein,1278
S387,FMR1,protein,2332
S387,GPC3,protein,2719
S387,GAA,protein,2548
S387,AIFM1,protein,9131
S387,PLA2G6,protein,8398
S387,SMAD4,protein,4089
S387,MASP1,protein,5648
S387,OFD1,protein,8481
S387,SALL1,protein,6299
S387,SGSH,protein,6448
S387,WFS1,protein,7466
S387,EBP,protein,10682
S387,PAX3,protein,5077
S387,NSD2,protein,7468
S387,CACNA1D,protein,776
S387,PITX2,protein,5308
S387,BTK,protein,695
S387,TNFRSF11B,protein,4982
S387,GDF3,protein,9573
S387,ROR2,protein,4920
S387,PDE4D,protein,5144
S387,LETM1,protein,3954
S387,COL4A3,protein,1285
S387,RECQL4,protein,9401
S387,SOX9,protein,6662
S387,TJP2,protein,9414
S387,PRDM5,protein,11107
S387,FGFR3,protein,2261
S387,EXOSC8,protein,11340
S387,BCL2L1,protein,598
S387,HCCS,protein,3052
S387,POU4F3,protein,5459
S387,COL1A1,protein,1277
S387,PTEN,protein,5728
S387,FANCE,protein,2178
S387,GUSB,protein,2990
S387,MECP2,protein,4204
S387,MGP,protein,4256
S387,ATP8B1,protein,5205
S387,NAGA,protein,4668
S387,PIGA,protein,5277
S387,BTD,protein,686
S387,ACSL4,protein,2182
S387,SOST,protein,50964
S387,FANCA,protein,2175
S387,MED12,protein,9968
S387,RAI1,protein,10743
S387,MIR96,protein,407053
S387,MSRB3,protein,253827
S387,KDM6A,protein,7403
S387,PLOD3,protein,8985
S387,MYCN,protein,4613
S387,ERCC5,protein,2073
S387,SIX1,protein,6495
S387,GJB2,protein,2706
S387,STAT1,protein,6772
S387,SC5D,protein,6309
S387,EP300,protein,2033
S387,ZIC1,protein,7545
S387,TNFSF11,protein,8600
S387,MEOX1,protein,4222
S387,SOX10,protein,6663
S387,COL2A1,protein,1280
S387,ARSB,protein,411
S387,CHD7,protein,55636
S387,TCIRG1,protein,10312
S387,APOE,protein,348
S387,ITM2B,protein,9445
S387,FOXG1,protein,2290
S387,FGFR2,protein,2263
S387,RUNX2,protein,860
S387,CHL1,protein,10752
S387,BCOR,protein,54880
S387,SLC26A2,protein,1836
S387,SF3B4,protein,10262
S387,CHST3,protein,9469
S387,FOXC1,protein,2296
S387,CDKL5,protein,6792
S387,SMARCB1,protein,6598
S387,BCS1L,protein,617
S387,BRAF,protein,673
S387,NOTCH2,protein,4853
S387,SMARCA4,protein,6597
S387,SIN3A,protein,25942
S387,CRBN,protein,51185
S387,GPC4,protein,2239
S387,KCNE5,protein,23630
S387,PIK3CA,protein,5290
S387,GJB6,protein,10804
S387,ITGB6,protein,3694
S387,SLC29A3,protein,55315
S387,CREBBP,protein,1387
S387,ERCC6,protein,2074
S387,NDRG1,protein,10397
S387,CABP2,protein,51475
S387,AMMECR1,protein,9949
S388,POU3F4,protein,5456
S388,CDH23,protein,64072
S388,WHRN,protein,25861
S388,MYO7A,protein,4647
S388,STRC,protein,161497
S388,MT-TL1,protein,170604
S388,GSDME,protein,1687
S388,USH2A,protein,7399
S388,IARS2,protein,55699
S388,COL2A1,protein,1280
S388,SLC26A4,protein,5172
S388,GJB6,protein,10804
S388,ATP6V1B1,protein,525
S388,KCNQ4,protein,9132
S388,GJB3,protein,2707
S388,MYH9,protein,4627
S388,CLDN14,protein,23562
S388,MYO15A,protein,51168
S388,CEP78,protein,84131
S388,PCDH15,protein,65217
S388,SERPINB6,protein,5269
S388,PAX3,protein,5077
S388,DLX5,protein,1749
S388,WFS1,protein,7466
S388,MYO6,protein,4646
S388,POGZ,protein,23126
S388,GIPC3,protein,126326
S388,MITF,protein,4286
S388,COL4A5,protein,1287
S388,ATP6V0A4,protein,50617
S388,ATP1A3,protein,478
S388,EYA4,protein,2070
S388,OTOF,protein,9381
S388,TMC1,protein,117531
