symptom1,symptom2,Similarity
C0002418,C0029089,0.782
C0002418,C0005745,0.802
C0002418,C0003123,0.765
C0002418,C0271097,0.715
C0002418,C2931205,0.715
C0009398,S190,0.779
C0009398,S192,0.759
C0009398,S20,0.736
C0009398,S200,0.765
C0009398,S21,0.735
C0009398,S213,0.745
C0009398,S214,0.764
C0009398,S215,0.745
C0009398,S216,0.744
C0009398,S217,0.75
C0009398,S22,0.768
C0009398,S221,0.713
C0009398,S234,0.772
C0009398,S244,0.77
C0009398,S246,0.71
C0009398,S25,0.756
C0009398,S252,0.748
C0009398,S260,0.762
C0009398,S27,0.739
C0009398,S273,0.757
C0009398,S279,0.768
C0009398,S282,0.76
C0009398,S286,0.749
C0009398,S291,0.729
C0009398,S294,0.74
C0009398,S297,0.754
C0009398,S299,0.764
C0009398,S30,0.75
C0009398,S300,0.817
C0009398,S306,0.753
C0009398,S309,0.746
C0009398,S313,0.761
C0009398,S314,0.787
C0009398,S318,0.729
C0009398,S321,0.775
C0009398,S325,0.772
C0009398,S327,0.825
C0009398,S33,0.754
C0009398,S330,0.767
C0009398,S333,0.713
C0009398,S334,0.765
C0009398,S335,1.0
C0009398,S343,0.768
C0009398,S345,0.734
C0009398,S346,0.748
C0009398,S349,0.761
C0009398,S350,0.763
C0009398,S355,0.808
C0009398,S358,0.763
C0009398,S359,0.756
C0009398,S360,0.743
C0009398,S363,0.769
C0009398,S368,0.74
C0009398,S375,0.745
C0009398,S38,0.728
C0009398,S380,0.742
C0009398,S387,0.732
C0009398,S388,0.782
C0009398,S389,0.676
C0009398,S39,0.767
C0009398,S397,0.75
C0009398,S398,0.753
C0009398,S404,0.75
C0009398,S408,0.784
C0009398,S410,0.786
C0009398,S411,0.817
C0009398,S418,0.74
C0009398,S42,0.78
C0009398,S420,0.716
C0009398,S422,0.755
C0009398,S428,0.745
C0009398,S430,0.759
C0009398,S431,0.748
C0009398,S437,0.737
C0009398,S44,0.764
C0009398,S443,0.748
C0009398,S444,0.752
C0009398,S445,0.765
C0009398,S446,0.755
C0009398,S447,0.729
C0009398,S449,0.761
C0009398,S456,0.76
C0009398,S462,0.736
C0009398,S463,0.762
C0009398,S464,0.822
C0009398,S466,0.786
C0009398,S475,0.761
C0009398,S476,0.761
C0009398,S477,0.761
C0009398,S478,0.793
C0009398,S479,0.745
C0009398,S48,0.755
C0009398,S483,0.775
C0009398,S497,0.774
C0009398,S498,0.706
C0009398,S499,0.758
C0009398,S500,0.784
C0009398,S501,0.77
C0009398,S502,0.762
C0009398,S503,0.768
C0240735,S80,0.759
C0240735,S86,0.807
C0240735,S87,0.812
C0240735,S88,0.791
C0240735,S90,0.812
C0240735,S95,0.815
C0240735,S96,0.85
C0240735,S98,0.805
C3668816,C0002418,0.74
C3668816,C0009398,0.713
C3668816,C0700078,0.721
C3668816,C0270948,0.729
C3668816,C0035078,0.777
C3668816,C1963154,0.779
C3668816,C0019825,0.745
C3668816,C0456909,0.736
C3668816,C0003635,0.789
C3668816,C0013595,0.85
C3668816,C0042798,0.72
C3668816,C0023380,0.734
C3668816,C0234144,0.772
C3668816,C0013604,0.791
C3668816,C0037315,0.826
C3668816,C0037317,0.742
C3668816,C0851578,0.805
C3668816,C0241210,0.727
C3668816,C0020305,0.704
C3668816,C0398650,0.797
C3668816,C1262477,0.776
C3668816,C0043094,0.769
C3668816,C1384666,0.724
C3668816,C1691779,0.73
C3668816,C0030193,0.778
C3668816,C0020429,0.804
C3668816,C1860844,0.738
C3668816,C0018681,0.798
C3668816,C0012833,0.786
C3668816,C0206160,0.75
C3668816,C0033377,0.725
C3668816,C4020887,0.755
C3668816,C0018834,0.746
C3668816,C0008489,0.725
C3668816,C0006271,0.874
C3668816,C0030486,0.676
C3668816,C1836296,0.748
C3668816,C0032617,0.774
C3668816,C0042024,0.751
C3668816,C0007758,0.701
C3668816,C0014118,0.87
C3668816,C0008031,0.801
C3668816,C2364082,0.727
C3668816,C0003126,0.723
C3668816,C0023186,0.77
C3668816,C0751265,0.739
C3668816,C0042384,0.845
C3668816,C0040034,0.796
C3668816,C0231712,0.758
C3668816,C0021368,0.864
C3668816,C0030232,0.779
C3668816,C0029089,0.711
C3668816,C0005745,0.725
C3668816,C0003123,0.81
C3668816,C0271097,0.668
C3668816,C2931205,0.668
C3668816,C1568248,0.668
C3668816,C1568249,0.699
C3668816,C0699731,0.729
C3668816,C0086132,0.777
C3668816,C0020505,0.778
C3668816,C0013491,0.778
C3668816,C0023012,0.727
C3668816,C0023015,0.768
C3668816,C0973461,0.757
C3668816,C0233565,0.76
C3668816,C0039070,0.732
C3668816,C0040822,0.733
C3668816,C0234376,0.739
C3668816,C0003578,0.735
C3668816,C3714756,0.672
C3668816,C0020796,0.732
C3668816,C0018776,0.728
C3668816,C0042571,0.786
C3668816,C0234133,0.728
C3668816,C0234132,0.703
C3668816,C0234378,0.727
C3668816,S02,0.775
C3668816,S06,0.731
C3668816,S07,0.761
C3668816,S08,0.778
C3668816,S102,0.753
C3668816,S103,0.727
C3668816,S104,0.81
C3668816,S106,0.774
C3668816,S109,0.747
C3668816,S111,0.747
C3668816,S112,0.755
C3668816,S114,0.721
C3668816,S115,0.738
C3668816,S116,0.805
C3668816,S119,0.777
C3668816,S120,0.84
C3668816,S121,0.853
C3668816,S125,0.738
C3668816,S128,0.844
C3668816,S137,0.832
C3668816,S138,0.755
C3668816,S14,0.765
C3668816,S142,0.729
C3668816,S144,0.814
C3668816,S145,0.791
C3668816,S147,0.755
C3668816,S148,0.78
C3668816,S15,0.774
C3668816,S150,0.73
C3668816,S155,0.725
C3668816,S158,0.715
C3668816,S159,0.736
C3668816,S161,0.706
C3668816,S162,0.786
C3668816,S163,0.745
C3668816,S169,0.865
C3668816,S17,0.764
C3668816,S170,0.787
C3668816,S172,0.769
C3668816,S177,0.71
C3668816,S182,0.749
C3668816,S183,0.74
C3668816,S185,0.777
C3668816,S189,0.73
C3668816,S190,0.759
C3668816,S192,0.749
C3668816,S20,0.783
C3668816,S200,0.803
C3668816,S21,0.745
C3668816,S213,0.716
C3668816,S214,0.761
C3668816,S215,0.736
C3668816,S216,0.722
C3668816,S217,0.709
C3668816,S22,0.769
C3668816,S221,0.787
C3668816,S234,0.725
C3668816,S244,0.728
C3668816,S246,0.675
C3668816,S25,0.784
C3668816,S252,0.747
C3668816,S260,0.761
C3668816,S27,0.762
C3668816,S273,0.751
C3668816,S279,0.736
C3668816,S282,0.763
C3668816,S286,0.716
C3668816,S291,0.807
C3668816,S294,0.73
C3668816,S297,0.785
C3668816,S299,0.738
C3668816,S30,0.757
C3668816,S300,0.755
C3668816,S306,0.791
C3668816,S309,0.646
C3668816,S313,0.782
C3668816,S314,0.729
C3668816,S318,0.882
C3668816,S321,0.75
C3668816,S325,0.708
C3668816,S327,0.678
C3668816,S33,0.818
C3668816,S330,0.77
C3668816,S333,1.0
C3668816,S334,0.74
C3668816,S335,0.713
C3668816,S343,0.721
C3668816,S345,0.808
C3668816,S346,0.729
C3668816,S349,0.777
C3668816,S350,0.779
C3668816,S355,0.736
C3668816,S358,0.749
C3668816,S359,0.789
C3668816,S360,0.85
C3668816,S363,0.772
C3668816,S368,0.826
C3668816,S375,0.704
C3668816,S38,0.749
C3668816,S380,0.797
C3668816,S387,0.724
C3668816,S388,0.73
C3668816,S389,0.616
C3668816,S39,0.762
C3668816,S397,0.778
C3668816,S398,0.804
C3668816,S404,0.738
C3668816,S408,0.75
C3668816,S410,0.725
C3668816,S411,0.755
C3668816,S418,0.725
C3668816,S42,0.758
C3668816,S420,0.874
C3668816,S422,0.676
C3668816,S428,0.701
C0015230,C0700078,0.852
C0015230,C0270948,0.87
C0015230,C0035078,0.874
C0015230,C1963154,0.873
C0015230,C0019825,0.8
C0015230,C0456909,0.845
C0015230,C0003635,0.863
C0015230,C0013595,0.809
C0015230,C0042798,0.871
C0015230,C0023380,0.795
C0015230,C0234144,0.808
C0015230,C0013604,0.895
C0015230,C0037315,0.859
C0015230,C0037317,0.792
C0015230,C0851578,0.806
C0015230,C0241210,0.864
C0015230,C0020305,0.728
C0015230,C0398650,0.815
C0015230,C1262477,0.896
C0015230,C0043094,0.875
C0015230,C1384666,0.876
C0015230,C1691779,0.751
C0015230,C0030193,0.878
C0015230,C0020429,0.885
C0015230,C1860844,0.861
C0015230,C0018681,0.872
C0015230,C0012833,0.825
C0015230,C0206160,0.754
C0015230,C0033377,0.789
C0015230,C4020887,0.869
C0015230,C0018834,0.865
C0015230,C0008489,0.869
C0015230,C0006271,0.817
C0015230,C0030486,0.695
C0015230,C1836296,0.798
C0015230,C0032617,0.764
C0015230,C0042024,0.815
C0015230,C0007758,0.853
C0015230,C0014118,0.817
C0015230,C0008031,0.865
C0015230,C2364082,0.787
C0015230,C0003126,0.772
C0015230,C0023186,0.859
C0015230,C0751265,0.778
C0015230,C0042384,0.818
C0015230,C0040034,0.814
C0015230,C0231712,0.816
C0015230,C0021368,0.862
C0015230,C0030232,0.791
C0015230,C0029089,0.815
C0015230,C0005745,0.789
C0015230,C0003123,0.856
C0015230,C0271097,0.671
C0015230,C2931205,0.671
C0015230,C1568248,0.671
C0015230,C1568249,0.733
C0015230,C0699731,0.87
C0015230,C0086132,0.84
C0015230,C0020505,0.813
C0015230,C0013491,0.863
C0015230,C0023012,0.864
C0015230,C0023015,0.847
C0015230,C0973461,0.82
C0015230,C0233565,0.82
C0015230,C0039070,0.768
C0015230,C0040822,0.855
C0015230,C0234376,0.798
C0015230,C0003578,0.817
C0015230,C3714756,0.837
C0015230,C0020796,0.801
C0015230,C0018776,0.755
C0015230,C0042571,0.825
C0015230,C0234133,0.769
C0015230,C0234132,0.744
C0015230,C0234378,0.72
C0015230,S02,0.862
C0015230,S06,0.871
C0015230,S07,0.876
C0015230,S08,0.857
C0015230,S102,0.872
C0015230,S103,0.864
C0015230,S104,0.856
C0015230,S106,0.859
C0015230,S109,0.858
C0015230,S111,0.83
C0015230,S112,0.896
C0015230,S114,0.858
C0015230,S115,0.735
C0015230,S116,0.783
C0015230,S119,0.699
C0015230,S120,0.788
C0015230,S121,0.809
C0015230,S125,0.747
C0015230,S128,0.849
C0015230,S137,0.836
C0015230,S138,0.892
C0015230,S14,0.869
C0015230,S142,0.765
C0015230,S144,0.876
C0015230,S145,0.813
C0018989,S475,0.697
C0018989,S476,0.697
C0018989,S477,0.697
C0018989,S478,0.734
C0018989,S479,0.806
C0018989,S48,0.834
C0018989,S483,0.8
C0018989,S497,0.821
C0018989,S498,0.762
C0018989,S499,0.795
C0018989,S500,0.771
C0018989,S501,0.845
C0018989,S502,0.793
C0018989,S503,0.753
C0018989,S62,0.798
C0018989,S64,0.825
C0018989,S65,0.82
C0018989,S66,0.836
C0018989,S69,0.751
C0018989,S71,0.795
C0018989,S73,0.777
C0018989,S75,0.826
C0018989,S80,0.77
C0018989,S86,0.811
C0018989,S87,0.835
C0018989,S88,0.839
C0018989,S90,0.818
C0018989,S95,0.83
C0018989,S96,0.8
C0018989,S98,0.848
C0022116,C0018780,0.765
C0022116,C0032285,0.814
C0022116,C0026837,0.85
C0022116,C0427190,0.775
C0022116,C0152200,0.689
C0022116,C0231528,0.843
C0022116,C0746674,0.852
C0022116,C0240735,0.816
C0022116,C3668816,0.782
C0022116,C0002418,0.791
C0022116,C0009398,0.761
C0022116,C0700078,0.852
C0022116,C0270948,0.867
C0022116,C0035078,0.887
C0022116,C1963154,0.886
C0022116,C0019825,0.788
C0022116,C0456909,0.844
C0022116,C0003635,0.862
C0022116,C0013595,0.78
C0022116,C0042798,0.857
C0022116,C0023380,0.807
C0022116,C0234144,0.811
C0022116,C0013604,0.882
C0022116,C0037315,0.886
C0022116,C0037317,0.809
C0022116,C0851578,0.797
C0022116,C0241210,0.855
C0022116,C0020305,0.731
C0022116,C0398650,0.803
C0022116,C1262477,0.894
C0022116,C0043094,0.886
C0022116,C1384666,0.866
C0022116,C1691779,0.763
C0022116,C0030193,0.891
C0022116,C0020429,0.894
C0022116,C1860844,0.845
C0022116,C0018681,0.875
C0022116,C0012833,0.826
C0022116,C0206160,0.789
C0022116,C0033377,0.789
C0022116,C4020887,0.854
C0022116,C0018834,0.864
C0022116,C0008489,0.863
C0022116,C0006271,0.784
C0022116,C0030486,0.704
C0022116,C1836296,0.817
C0022116,C0032617,0.781
C0022116,C0042024,0.814
C0022116,C0007758,0.857
C0022116,C0014118,0.807
C0022116,C0008031,0.849
C0022116,C2364082,0.779
C0022116,C0003126,0.772
C0022116,C0023186,0.895
C0022116,C0751265,0.789
C0022116,C0042384,0.803
C0022116,C0040034,0.812
C0022116,C0231712,0.811
C0022116,C0021368,0.845
C0022116,C0030232,0.799
C0022116,C0029089,0.822
C0022116,C0005745,0.789
C0022116,C0003123,0.826
C0022116,C0271097,0.676
C0022116,C2931205,0.676
C0022116,C1568248,0.676
C0022116,C1568249,0.746
C0022116,C0699731,0.866
C0022116,C0086132,0.849
C0022116,C0020505,0.818
C0002418,S325,0.767
C0002418,S327,0.721
C0002418,S33,0.76
C0002418,S330,0.782
C0002418,S333,0.74
C0002418,S334,1.0
C0002418,S335,0.765
C0002418,S343,0.786
C0002418,S345,0.758
C0002418,S346,0.778
C0002418,S349,0.796
C0002418,S350,0.795
C0002418,S355,0.799
C0002418,S358,0.797
C0002418,S359,0.795
C0002418,S360,0.756
C0002418,S363,0.772
C0002418,S368,0.778
C0002418,S375,0.769
C0002418,S38,0.775
C0002418,S380,0.761
C0002418,S387,0.777
C0002418,S388,0.788
C0002418,S389,0.654
C0002418,S39,0.782
C0002418,S397,0.789
C0002418,S398,0.791
C0002418,S404,0.781
C0002418,S408,0.743
C0002418,S410,0.802
C0002418,S411,0.796
C0002418,S418,0.764
C0002418,S42,0.798
C0002418,S420,0.735
C0002418,S422,0.71
C0002418,S428,0.774
C0002418,S430,0.737
C0002418,S431,0.734
C0002418,S437,0.751
C0002418,S44,0.787
C0002418,S443,0.805
C0002418,S444,0.803
C0002418,S445,0.8
C0002418,S446,0.778
C0002418,S447,0.752
C0002418,S449,0.766
C0002418,S456,0.799
C0002418,S462,0.77
C0002418,S463,0.759
C0002418,S464,0.782
C0002418,S466,0.802
C0002418,S475,0.715
C0002418,S476,0.715
C0002418,S477,0.715
C0002418,S478,0.738
C0002418,S479,0.771
C0002418,S48,0.787
C0002418,S483,0.777
C0002418,S497,0.791
C0002418,S498,0.742
C0002418,S499,0.768
C0002418,S500,0.788
C0002418,S501,0.804
C0002418,S502,0.762
C0002418,S503,0.777
C0002418,S62,0.754
C0002418,S64,0.793
C0002418,S65,0.769
C0002418,S66,0.767
C0002418,S69,0.74
C0002418,S71,0.771
C0002418,S73,0.777
C0002418,S75,0.796
C0002418,S80,0.74
C0002418,S86,0.776
C0002418,S87,0.815
C0002418,S88,0.805
C0002418,S90,0.809
C0002418,S95,0.781
C0002418,S96,0.772
C0002418,S98,0.788
C0009398,C0700078,0.768
C0009398,C0270948,0.748
C0009398,C0035078,0.761
C0009398,C1963154,0.763
C0009398,C0019825,0.768
C0009398,C0456909,0.808
C0009398,C0003635,0.756
C0009398,C0013595,0.743
C0009398,C0042798,0.781
C0009398,C0023380,0.737
C0009398,C0234144,0.769
C0009398,C0013604,0.756
C0009398,C0037315,0.74
C0009398,C0037317,0.769
C0009398,C0851578,0.76
C0009398,C0241210,0.744
C0009398,C0020305,0.745
C0009398,C0398650,0.742
C0009398,C1262477,0.746
C0240735,S216,0.782
C0240735,S217,0.826
C0240735,S22,0.904
C0240735,S221,0.726
C0240735,S234,0.786
C0240735,S244,0.825
C0240735,S246,0.755
C0240735,S25,0.804
C0240735,S252,0.803
C0240735,S260,0.786
C0240735,S27,0.795
C0240735,S273,0.773
C0240735,S279,0.816
C0240735,S282,0.832
C0240735,S286,0.743
C0240735,S291,0.748
C0240735,S294,0.797
C0240735,S297,0.791
C0240735,S299,0.797
C0240735,S30,0.805
C0240735,S300,0.819
C0240735,S306,0.813
C0240735,S309,0.707
C0240735,S313,0.816
C0240735,S314,0.768
C0240735,S318,0.792
C0240735,S321,0.846
C0240735,S325,0.798
C0240735,S327,0.725
C0240735,S33,0.79
C0240735,S330,1.0
C0240735,S333,0.77
C0240735,S334,0.782
C0240735,S335,0.767
C0240735,S343,0.836
C0240735,S345,0.779
C0240735,S346,0.835
C0240735,S349,0.802
C0240735,S350,0.799
C0240735,S355,0.803
C0240735,S358,0.844
C0240735,S359,0.881
C0240735,S360,0.789
C0240735,S363,0.945
C0240735,S368,0.787
C0240735,S375,0.724
C0240735,S38,0.811
C0240735,S380,0.78
C0240735,S387,0.784
C0240735,S388,0.766
C0240735,S389,0.671
C0240735,S39,0.81
C0240735,S397,0.84
C0240735,S398,0.802
C0240735,S404,0.792
C0240735,S408,0.766
C0240735,S410,0.783
C0240735,S411,0.819
C0240735,S418,0.809
C0240735,S42,0.859
C0240735,S420,0.777
C0240735,S422,0.762
C0240735,S428,0.795
C0240735,S430,0.755
C0240735,S431,0.721
C0240735,S437,0.78
C0240735,S44,0.886
C0240735,S443,0.771
C0240735,S444,0.764
C0240735,S445,0.837
C0240735,S446,0.818
C0240735,S447,0.786
C0240735,S449,0.793
C0240735,S456,0.793
C0240735,S462,0.797
C0240735,S463,0.783
C0240735,S464,0.804
C0240735,S466,0.783
C0240735,S475,0.706
C0240735,S476,0.706
C0240735,S477,0.706
C0240735,S478,0.777
C0240735,S479,0.805
C0240735,S48,0.805
C0240735,S483,0.837
C0240735,S497,0.799
C0240735,S498,0.75
C0240735,S499,0.809
C0240735,S500,0.77
C0240735,S501,0.793
C0240735,S502,0.828
C0240735,S503,0.808
C0240735,S62,0.783
C0240735,S64,0.805
C0240735,S65,0.785
C0240735,S66,0.802
C0240735,S69,0.76
C0240735,S71,0.776
C0240735,S73,0.781
C0240735,S75,0.809
C0015230,S147,0.857
C0015230,S148,0.88
C0015230,S15,0.764
C0015230,S150,0.862
C0015230,S155,0.847
C0015230,S158,0.745
C0015230,S159,0.844
C0015230,S161,0.86
C0015230,S162,0.788
C0015230,S163,0.79
C0015230,S169,0.843
C0015230,S17,0.895
C0015230,S170,0.831
C0015230,S172,0.797
C0015230,S177,0.872
C0015230,S182,0.788
C0015230,S183,0.781
C0015230,S185,0.875
C0015230,S189,0.824
C0015230,S190,0.811
C0015230,S192,0.863
C0015230,S20,0.904
C0015230,S200,0.843
C0015230,S21,0.886
C0015230,S213,0.863
C0015230,S214,0.871
C0015230,S215,0.876
C0015230,S216,0.84
C0015230,S217,0.844
C0015230,S22,0.828
C0015230,S221,0.752
C0015230,S234,0.773
C0015230,S244,0.808
C0015230,S246,0.841
C0015230,S25,0.899
C0015230,S252,0.833
C0015230,S260,0.811
C0015230,S27,0.888
C0015230,S273,0.774
C0015230,S279,0.851
C0015230,S282,0.868
C0015230,S286,0.757
C0015230,S291,0.773
C0015230,S294,0.867
C0015230,S297,0.87
C0015230,S299,0.876
C0015230,S30,0.89
C0015230,S300,0.869
C0015230,S306,1.0
C0015230,S309,0.671
C0015230,S313,0.875
C0015230,S314,0.755
C0015230,S318,0.838
C0015230,S321,0.839
C0015230,S325,0.75
C0015230,S327,0.682
C0015230,S33,0.822
C0015230,S330,0.813
C0015230,S333,0.791
C0015230,S334,0.788
C0015230,S335,0.753
C0015230,S343,0.852
C0015230,S345,0.811
C0015230,S346,0.87
C0015230,S349,0.874
C0015230,S350,0.873
C0015230,S355,0.845
C0015230,S358,0.781
C0015230,S359,0.863
C0015230,S360,0.809
C0015230,S363,0.808
C0015230,S368,0.859
C0015230,S375,0.728
C0015230,S38,0.888
C0015230,S380,0.815
C0015230,S387,0.876
C0015230,S388,0.751
C0015230,S389,0.629
C0015230,S39,0.795
C0015230,S397,0.878
C0015230,S398,0.885
C0015230,S404,0.861
C0015230,S408,0.754
C0015230,S410,0.789
C0015230,S411,0.869
C0015230,S418,0.869
C0015230,S42,0.824
C0015230,S420,0.817
C0015230,S422,0.695
C0015230,S428,0.853
C0015230,S430,0.69
C0015230,S431,0.703
C0015230,S437,0.817
C0015230,S44,0.875
C0015230,S443,0.787
C0015230,S444,0.772
C0015230,S445,0.859
C0015230,S446,0.778
C0015230,S447,0.818
C0015230,S449,0.814
C0002418,C1568248,0.715
C0002418,C1568249,0.738
C0002418,C0699731,0.77
C0002418,C0086132,0.774
C0002418,C0020505,0.777
C0002418,C0013491,0.8
C0002418,C0023012,0.794
C0002418,C0023015,0.815
C0002418,C0973461,0.817
C0002418,C0233565,0.792
C0002418,C0039070,0.788
C0002418,C0040822,0.783
C0002418,C0234376,0.793
C0002418,C0003578,0.791
C0002418,C3714756,0.742
C0002418,C0020796,0.768
C0002418,C0018776,0.788
C0002418,C0042571,0.804
C0002418,C0234133,0.762
C0002418,C0234132,0.777
C0002418,C0234378,0.73
C0002418,S02,0.805
C0002418,S06,0.786
C0002418,S07,0.765
C0002418,S08,0.796
C0002418,S102,0.811
C0002418,S103,0.794
C0002418,S104,0.765
C0002418,S106,0.782
C0002418,S109,0.771
C0002418,S111,0.787
C0002418,S112,0.778
C0002418,S114,0.778
C0002418,S115,0.729
C0002418,S116,0.759
C0002418,S119,0.66
C0002418,S120,0.748
C0002418,S121,0.768
C0002418,S125,0.724
C0002418,S128,0.755
C0002418,S137,0.758
C0002418,S138,0.781
C0002418,S14,0.783
C0002418,S142,0.712
C0002418,S144,0.778
C0002418,S145,0.776
C0002418,S147,0.792
C0002418,S148,0.792
C0002418,S15,0.752
C0002418,S150,0.805
C0002418,S155,0.78
C0002418,S158,0.809
C0002418,S159,0.799
C0002418,S161,0.747
C0002418,S162,0.757
C0002418,S163,0.784
C0002418,S169,0.762
C0002418,S17,0.788
C0002418,S170,0.751
C0002418,S172,0.746
C0002418,S177,0.778
C0002418,S182,0.754
C0002418,S183,0.777
C0002418,S185,0.782
C0002418,S189,0.795
C0002418,S190,0.81
C0002418,S192,0.803
C0002418,S20,0.769
C0002418,S200,0.77
C0002418,S21,0.77
C0002418,S213,0.764
C0002418,S214,0.793
C0002418,S215,0.778
C0002418,S216,0.784
C0002418,S217,0.766
C0002418,S22,0.783
C0002418,S221,0.728
C0002418,S234,0.759
C0002418,S244,0.787
C0002418,S246,0.747
C0002418,S25,0.783
C0002418,S252,0.791
C0002418,S260,0.788
C0002418,S27,0.782
C0002418,S273,0.764
C0002418,S279,0.8
C0002418,S282,0.818
C0002418,S286,0.777
C0002418,S291,0.74
C0002418,S294,0.789
C0002418,S297,0.768
C0002418,S299,0.768
C0002418,S30,0.799
C0002418,S300,0.796
C0002418,S306,0.788
C0002418,S309,0.737
C0002418,S313,0.791
C0002418,S314,0.791
C0002418,S318,0.759
C0002418,S321,0.79
C0240735,C0206160,0.766
C0240735,C0033377,0.783
C0240735,C4020887,0.819
C0240735,C0018834,0.812
C0240735,C0008489,0.809
C0240735,C0006271,0.777
C0240735,C0030486,0.762
C0240735,C1836296,0.825
C0240735,C0032617,0.742
C0240735,C0042024,0.85
C0240735,C0007758,0.795
C0240735,C0014118,0.78
C0240735,C0008031,0.802
C0240735,C2364082,0.771
C0240735,C0003126,0.764
C0240735,C0023186,0.837
C0240735,C0751265,0.818
C0240735,C0042384,0.786
C0240735,C0040034,0.793
C0240735,C0231712,0.793
C0240735,C0021368,0.797
C0240735,C0030232,0.783
C0240735,C0029089,0.804
C0240735,C0005745,0.783
C0240735,C0003123,0.796
C0240735,C0271097,0.706
C0240735,C2931205,0.706
C0240735,C1568248,0.706
C0240735,C1568249,0.777
C0240735,C0699731,0.805
C0240735,C0086132,0.79
